id;cian_id;realty_type;project_type;heat_type;gas_type;is_apartment;is_penthouse;is_mortgage_allowed;is_premium;is_emergency;renovation_programm;finish_date;created_at;updated_at
6749;309256525;flat;;;;True;;True;False;;;{'year': 2023, 'quarter': 2};2024-10-30 20:46:18.709440;2024-10-30 20:46:18.709440
6750;309256195;flat;КОПЭ;central;without;;;;False;False;False;;2024-10-30 20:46:31.072294;2024-10-30 20:46:31.072294
6751;309255465;flat;;;;False;;True;False;;;{'year': 2024, 'quarter': 4};2024-10-30 20:46:31.886402;2024-10-30 20:46:31.886402
6752;309255397;flat;Индивидуальный проект;central;unknown;;;;False;False;False;;2024-10-30 20:46:37.323826;2024-10-30 20:46:37.323826
6753;309255287;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:46:38.209683;2024-10-30 20:46:38.209683
6754;309254998;flat;;itp;unknown;;;;False;False;False;{'year': 2022, 'quarter': 4};2024-10-30 20:46:40.054226;2024-10-30 20:46:40.054226
6755;309254830;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:46:45.852639;2024-10-30 20:46:45.852639
6756;309254020;flat;;central;central;False;;True;False;False;False;;2024-10-30 20:46:49.621985;2024-10-30 20:46:49.621985
6757;309253989;flat;П-46;central;without;False;;True;False;False;False;;2024-10-30 20:46:55.450423;2024-10-30 20:46:55.450423
6758;309253897;flat;;;;False;;;False;;;{'year': 2024, 'quarter': 3};2024-10-30 20:47:01.096523;2024-10-30 20:47:01.096523
6759;309253805;flat;1-515;central;central;False;;True;False;False;False;;2024-10-30 20:47:06.696523;2024-10-30 20:47:06.696523
6760;309253716;flat;;central;without;False;;True;False;False;False;{'year': 2011, 'quarter': 2};2024-10-30 20:47:12.971355;2024-10-30 20:47:12.971355
6761;309253658;flat;II-49;central;without;False;;True;False;False;False;;2024-10-30 20:47:15.357950;2024-10-30 20:47:15.357950
6762;309253624;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:47:18.789797;2024-10-30 20:47:18.789797
6763;309253426;flat;И-209А;central;without;False;;True;False;False;False;;2024-10-30 20:47:20.967420;2024-10-30 20:47:20.967420
6764;309253407;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:47:24.390843;2024-10-30 20:47:24.390843
6765;309253389;flat;Индивидуальный проект;itp;unknown;False;;True;False;False;False;{'year': 2020, 'quarter': 4};2024-10-30 20:47:26.873664;2024-10-30 20:47:26.873664
6766;309253325;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:47:32.697817;2024-10-30 20:47:32.697817
6767;309253237;flat;;;;True;;True;False;;;;2024-10-30 20:48:13.511593;2024-10-30 20:48:13.511593
6768;309253108;flat;П-46;central;without;False;;True;False;False;False;;2024-10-30 20:48:16.417444;2024-10-30 20:48:16.417444
6769;309253061;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2024, 'quarter': 1};2024-10-30 20:48:17.227951;2024-10-30 20:48:17.227951
6770;309253025;flat;;;;False;;True;False;;;{'year': 2018, 'quarter': 4};2024-10-30 20:48:19.103611;2024-10-30 20:48:19.103611
6771;309252986;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:48:23.700357;2024-10-30 20:48:23.700357
6772;309252936;flat;;central;unknown;True;False;True;False;False;False;{'year': 2015, 'quarter': 3};2024-10-30 20:48:24.559258;2024-10-30 20:48:24.559258
6773;309252879;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:48:25.430552;2024-10-30 20:48:25.430552
6774;309252840;flat;II-49;central;central;False;;True;False;False;False;;2024-10-30 20:48:29.362806;2024-10-30 20:48:29.362806
6775;309252806;flat;;;;False;;;True;;;{'year': 2027, 'quarter': 2};2024-10-30 20:48:35.175698;2024-10-30 20:48:35.175698
6776;309252805;flat;;central;central;False;;True;False;False;False;;2024-10-30 20:48:41.123498;2024-10-30 20:48:41.123498
6777;309252803;flat;;;;False;;True;False;;;{'year': 2025, 'quarter': 1};2024-10-30 20:48:45.311982;2024-10-30 20:48:45.311982
6778;309252745;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:48:46.672138;2024-10-30 20:48:46.672138
6779;309252728;flat;II-49;central;central;False;;True;False;False;False;;2024-10-30 20:48:53.335265;2024-10-30 20:48:53.335265
6780;309252502;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:48:57.446079;2024-10-30 20:48:57.446079
6781;309252492;flat;КОПЭ;central;without;False;;True;False;False;False;;2024-10-30 20:48:59.251606;2024-10-30 20:48:59.251606
6782;309252489;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:49:03.344500;2024-10-30 20:49:03.344500
6783;309252486;flat;П-44;central;without;False;;True;False;False;False;;2024-10-30 20:49:06.067885;2024-10-30 20:49:06.067885
6784;309252474;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:49:09.159396;2024-10-30 20:49:09.159396
6785;309252421;flat;Индивидуальный проект;central;without;;;False;False;False;False;;2024-10-30 20:49:34.484693;2024-10-30 20:49:34.484693
6786;309252381;flat;;central;without;False;;;False;False;False;;2024-10-30 20:49:40.135023;2024-10-30 20:49:40.135023
6787;309252377;flat;Индивидуальный проект;central;central;True;;True;False;False;False;;2024-10-30 20:49:46.474908;2024-10-30 20:49:46.474908
6788;309252369;flat;П-55;central;without;False;;True;False;False;False;;2024-10-30 20:49:52.114646;2024-10-30 20:49:52.114646
6789;309252368;flat;;central;central;False;;True;False;False;False;;2024-10-30 20:49:57.869865;2024-10-30 20:49:57.869865
6790;309252367;flat;;central;central;;;True;False;False;False;;2024-10-30 20:50:03.902917;2024-10-30 20:50:03.902917
6791;309252281;flat;II-49;central;central;False;;True;False;False;False;;2024-10-30 20:50:09.623445;2024-10-30 20:50:09.623445
6792;309252260;flat;;none;unknown;;;False;False;False;False;;2024-10-30 20:50:30.872111;2024-10-30 20:50:30.872111
6793;309252247;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:50:31.737711;2024-10-30 20:50:31.737711
6794;309252216;flat;II-29;central;central;False;;True;False;False;False;;2024-10-30 20:50:36.641219;2024-10-30 20:50:36.641219
6795;309252185;flat;;central;central;False;;True;False;False;False;;2024-10-30 20:50:37.557070;2024-10-30 20:50:37.557070
6796;309251978;flat;Индивидуальный проект;central;unknown;False;;True;False;False;False;{'year': 2022, 'quarter': 4};2024-10-30 20:50:42.669502;2024-10-30 20:50:42.669502
6797;309251839;flat;;none;unknown;True;;True;False;False;False;{'year': 2016, 'quarter': 3};2024-10-30 20:50:44.507637;2024-10-30 20:50:44.507637
6798;309251763;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:50:53.184948;2024-10-30 20:50:53.184948
6799;309251739;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 2};2024-10-30 20:50:55.312602;2024-10-30 20:50:55.312602
6800;309251658;flat;;;;False;;True;False;;;{'year': 2025, 'quarter': 4};2024-10-30 20:50:58.903915;2024-10-30 20:50:58.903915
6801;309251630;flat;;;;True;;True;False;;;{'year': 2026, 'quarter': 2};2024-10-30 20:51:01.141312;2024-10-30 20:51:01.141312
6802;309251628;flat;;;;True;;True;False;;;{'year': 2026, 'quarter': 2};2024-10-30 20:51:06.955808;2024-10-30 20:51:06.955808
6803;309251626;flat;;;;True;;True;False;;;{'year': 2026, 'quarter': 2};2024-10-30 20:51:12.569370;2024-10-30 20:51:12.569370
6804;309251610;flat;II-18;central;without;False;;True;False;False;False;;2024-10-30 20:51:13.256825;2024-10-30 20:51:13.256825
6805;309251597;flat;Индивидуальный проект;central;without;False;;True;False;False;False;{'year': 2020, 'quarter': 1};2024-10-30 20:51:14.091148;2024-10-30 20:51:14.091148
6806;309251510;flat;Индивидуальный проект;central;central;False;False;True;False;False;False;;2024-10-30 20:51:15.750803;2024-10-30 20:51:15.750803
6807;309251509;flat;П-44Т;central;without;False;;True;False;False;False;;2024-10-30 20:51:18.566279;2024-10-30 20:51:18.566279
6808;309251507;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:51:20.032072;2024-10-30 20:51:20.032072
6809;309251463;flat;1-515;central;central;False;;True;False;False;True;;2024-10-30 20:51:21.664272;2024-10-30 20:51:21.664272
6810;309251317;flat;Индивидуальный проект;itp;without;False;;True;False;False;False;;2024-10-30 20:51:24.625862;2024-10-30 20:51:24.625862
6811;309251274;flat;КОПЭ;central;without;False;;True;False;False;False;{'year': 2016, 'quarter': 1};2024-10-30 20:51:27.376212;2024-10-30 20:51:27.376212
6812;309251267;flat;Индивидуальный проект;none;unknown;True;;True;False;False;False;{'year': 2024, 'quarter': 1};2024-10-30 20:51:36.103632;2024-10-30 20:51:36.103632
6813;309251197;flat;;central;without;False;;True;False;False;False;{'year': 2019, 'quarter': 3};2024-10-30 20:52:15.538030;2024-10-30 20:52:15.538030
6814;309251195;flat;;central;without;;;True;False;False;False;{'year': 2015, 'quarter': 3};2024-10-30 20:52:21.223421;2024-10-30 20:52:21.223421
6815;309251005;flat;Индивидуальный проект;central;without;;;True;False;False;False;{'year': 2016, 'quarter': 1};2024-10-30 20:52:26.766516;2024-10-30 20:52:26.766516
6816;309250986;flat;;central;central;False;;True;False;False;True;;2024-10-30 20:52:50.913251;2024-10-30 20:52:50.913251
6817;309250904;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:52:56.460813;2024-10-30 20:52:56.460813
6818;309250545;flat;II-18-31/12;central;central;False;;True;False;False;False;;2024-10-30 20:53:02.571385;2024-10-30 20:53:02.571385
6819;309250544;flat;;none;unknown;False;;True;False;False;False;;2024-10-30 20:53:08.258056;2024-10-30 20:53:08.258056
6820;309250507;flat;1605-АМ;central;without;False;;True;False;False;False;;2024-10-30 20:53:12.187257;2024-10-30 20:53:12.187257
6821;309250448;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;;2024-10-30 20:53:13.937849;2024-10-30 20:53:13.937849
6822;309250419;flat;П-30;central;without;False;;True;False;False;False;;2024-10-30 20:53:17.758632;2024-10-30 20:53:17.758632
6823;309250416;flat;;none;unknown;False;False;True;False;False;False;{'year': 2022, 'quarter': 3};2024-10-30 20:53:20.139751;2024-10-30 20:53:20.139751
6824;309250414;flat;II-18;central;central;False;;True;False;False;False;;2024-10-30 20:53:23.655404;2024-10-30 20:53:23.655404
6825;309250407;flat;П-44;central;without;False;;True;False;False;False;;2024-10-30 20:53:25.723759;2024-10-30 20:53:25.723759
6826;309250405;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2021, 'quarter': 3};2024-10-30 20:53:26.529208;2024-10-30 20:53:26.529208
6827;309250402;flat;Индивидуальный проект;central;central;False;;True;False;False;True;;2024-10-30 20:53:29.436187;2024-10-30 20:53:29.436187
6828;309250392;flat;II-49;central;central;False;;True;False;False;False;;2024-10-30 20:53:30.980167;2024-10-30 20:53:30.980167
6829;309250220;flat;Индивидуальный проект;itp;unknown;False;False;True;False;False;False;{'year': 2010, 'quarter': 4};2024-10-30 20:53:31.788948;2024-10-30 20:53:31.788948
6830;309250048;flat;П-46;central;without;False;;True;False;False;False;;2024-10-30 20:53:37.885547;2024-10-30 20:53:37.885547
6831;309250041;flat;;;;;;True;False;;;;2024-10-30 20:53:38.694179;2024-10-30 20:53:38.694179
6832;309250038;flat;;;;;;True;False;;;{'year': 2026, 'quarter': 4};2024-10-30 20:53:40.121338;2024-10-30 20:53:40.121338
6833;309249997;flat;П-47;central;without;False;;True;False;False;False;;2024-10-30 20:53:43.737425;2024-10-30 20:53:43.737425
6834;309249898;flat;1-511;central;central;False;;True;False;False;True;;2024-10-30 20:53:46.004587;2024-10-30 20:53:46.004587
6835;309249891;flat;;;;True;;True;False;;;{'year': 2023, 'quarter': 3};2024-10-30 20:54:19.414119;2024-10-30 20:54:19.414119
6836;309249887;flat;;central;central;False;;True;False;False;False;;2024-10-30 20:54:25.386400;2024-10-30 20:54:25.386400
6837;309249885;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:54:32.618445;2024-10-30 20:54:32.618445
6838;309249858;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:54:38.360734;2024-10-30 20:54:38.360734
6839;309249804;flat;Индивидуальный проект;central;central;False;False;True;False;False;False;;2024-10-30 20:55:20.369644;2024-10-30 20:55:20.369644
6840;309249762;flat;II-29;central;central;False;;True;False;False;False;;2024-10-30 20:55:25.932620;2024-10-30 20:55:25.932620
6841;309249319;flat;II-49;central;unknown;;;True;False;False;False;;2024-10-30 20:55:31.443472;2024-10-30 20:55:31.443472
6842;309249310;flat;;;;False;;True;False;;;{'year': 2021, 'quarter': 4};2024-10-30 20:55:34.714605;2024-10-30 20:55:34.714605
6843;309249169;flat;Индивидуальный проект;central;without;False;;;False;False;False;;2024-10-30 20:55:35.832647;2024-10-30 20:55:35.832647
6844;309249163;flat;;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 1};2024-10-30 20:55:38.241552;2024-10-30 20:55:38.241552
6845;309249113;flat;II-49Д;central;without;False;;True;False;False;False;;2024-10-30 20:55:39.656991;2024-10-30 20:55:39.656991
6846;309249106;flat;Индивидуальный проект;central;unknown;;;False;False;False;False;{'year': 2021, 'quarter': 4};2024-10-30 20:55:40.806318;2024-10-30 20:55:40.806318
6847;309249074;flat;;;;;;False;False;;;{'year': 2024, 'quarter': 4};2024-10-30 20:55:41.601972;2024-10-30 20:55:41.601972
6848;309249063;flat;II-57;central;central;False;;True;False;False;False;;2024-10-30 20:55:45.655913;2024-10-30 20:55:45.655913
6849;309249050;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:55:47.211758;2024-10-30 20:55:47.211758
6850;309249020;flat;П-44Т;central;without;False;;True;False;False;False;{'year': 2015, 'quarter': 4};2024-10-30 20:55:49.736829;2024-10-30 20:55:49.736829
6851;309248913;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2022, 'quarter': 4};2024-10-30 20:55:52.343678;2024-10-30 20:55:52.343678
6852;309248900;flat;;;;False;;True;False;;;{'year': 2024, 'quarter': 4};2024-10-30 20:55:52.943074;2024-10-30 20:55:52.943074
6853;309248886;flat;;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 4};2024-10-30 20:55:55.743557;2024-10-30 20:55:55.743557
6854;309248884;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:55:59.132386;2024-10-30 20:55:59.132386
6855;309248863;flat;II-18;central;without;False;;True;False;False;False;;2024-10-30 20:56:00.408413;2024-10-30 20:56:00.408413
6856;309248682;flat;;;;True;;True;False;;;{'year': 2018, 'quarter': 4};2024-10-30 20:56:01.680760;2024-10-30 20:56:01.680760
6857;309248650;flat;;;;False;;True;False;;;{'year': 2025, 'quarter': 4};2024-10-30 20:56:05.017980;2024-10-30 20:56:05.017980
6858;309248447;flat;Индивидуальный проект;none;unknown;;;;False;False;False;{'year': 2022, 'quarter': 4};2024-10-30 20:56:06.112734;2024-10-30 20:56:06.112734
6859;309248441;flat;Индивидуальный проект;itp;unknown;False;;True;False;False;False;{'year': 2021, 'quarter': 4};2024-10-30 20:56:44.435312;2024-10-30 20:56:44.435312
6860;309248442;flat;И-209А;central;central;False;;True;False;False;False;;2024-10-30 20:56:50.196534;2024-10-30 20:56:50.196534
6861;309248379;flat;;;;False;False;True;False;;;{'year': 2025, 'quarter': 4};2024-10-30 20:56:55.975436;2024-10-30 20:56:55.975436
6862;309248374;flat;;;;False;False;True;False;;;{'year': 2026, 'quarter': 4};2024-10-30 20:57:35.622558;2024-10-30 20:57:35.622558
6863;309248322;flat;Индивидуальный проект;itp;unknown;;;True;False;False;False;;2024-10-30 20:57:43.110993;2024-10-30 20:57:43.110993
6864;309248316;flat;;central;without;;;True;False;False;False;{'year': 2019, 'quarter': 3};2024-10-30 20:57:46.986493;2024-10-30 20:57:46.986493
6865;309248238;flat;1-511;central;central;False;;True;False;False;False;;2024-10-30 20:57:48.811626;2024-10-30 20:57:48.811626
6866;309248136;flat;;;;False;;True;False;;;{'year': 2024, 'quarter': 4};2024-10-30 20:57:52.112509;2024-10-30 20:57:52.112509
6867;309248089;flat;ii-68;central;without;False;;True;False;False;False;;2024-10-30 20:57:53.034842;2024-10-30 20:57:53.034842
6868;309248034;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:57:54.499828;2024-10-30 20:57:54.499828
6869;309248029;flat;Индивидуальный проект;itp;unknown;False;;True;False;False;False;{'year': 2020, 'quarter': 4};2024-10-30 20:57:58.194403;2024-10-30 20:57:58.194403
6870;309248027;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 3};2024-10-30 20:57:59.265699;2024-10-30 20:57:59.265699
6871;309247996;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:58:00.428838;2024-10-30 20:58:00.428838
6872;309247981;flat;Индивидуальный проект;central;central;;;True;False;False;False;;2024-10-30 20:58:03.923364;2024-10-30 20:58:03.923364
6873;309247980;flat;Индивидуальный проект;central;unknown;;;True;False;False;False;;2024-10-30 20:58:05.156751;2024-10-30 20:58:05.156751
6874;309247978;flat;;central;without;;;True;False;False;False;;2024-10-30 20:58:06.266095;2024-10-30 20:58:06.266095
6875;309247976;flat;;central;central;;;True;False;False;False;;2024-10-30 20:58:07.902949;2024-10-30 20:58:07.902949
6876;309247971;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 20:58:10.924221;2024-10-30 20:58:10.924221
6877;309247969;flat;;;;False;;True;False;;;{'year': 2025, 'quarter': 2};2024-10-30 20:58:11.933975;2024-10-30 20:58:11.933975
6878;309247915;flat;П-46;central;without;False;;True;False;False;False;;2024-10-30 20:58:12.909063;2024-10-30 20:58:12.909063
6879;309247912;flat;П-46М;central;without;False;;True;False;False;False;;2024-10-30 20:58:14.021005;2024-10-30 20:58:14.021005
6880;309247911;flat;II-18;central;central;False;;True;False;False;False;;2024-10-30 20:58:16.729941;2024-10-30 20:58:16.729941
6881;309247909;flat;II-49;central;without;False;;True;False;False;False;;2024-10-30 20:58:17.686383;2024-10-30 20:58:17.686383
6882;309247900;flat;ii-68;central;without;False;;True;False;False;False;;2024-10-30 20:58:18.955504;2024-10-30 20:58:18.955504
6883;309247826;flat;Индивидуальный проект;central;without;False;;False;False;False;False;;2024-10-30 20:58:24.814003;2024-10-30 20:58:24.814003
6884;309247825;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 20:58:30.357849;2024-10-30 20:58:30.357849
6885;309247801;flat;1-515;central;central;;;True;False;False;True;;2024-10-30 20:58:36.264748;2024-10-30 20:58:36.264748
6886;309247752;flat;;;;True;;True;False;;;;2024-10-30 20:58:48.757297;2024-10-30 20:58:48.757297
6887;309247750;flat;Индивидуальный проект;central;without;;;True;False;False;False;{'year': 2023, 'quarter': 4};2024-10-30 20:58:54.416464;2024-10-30 20:58:54.416464
6888;309247748;flat;Индивидуальный проект;central;without;;;True;False;False;False;;2024-10-30 20:59:00.021404;2024-10-30 20:59:00.021404
6889;309247702;flat;;;;False;;True;False;;;{'year': 2024, 'quarter': 4};2024-10-30 20:59:05.757557;2024-10-30 20:59:05.757557
6890;309247700;flat;П-43;central;without;False;;True;False;False;False;;2024-10-30 20:59:11.547291;2024-10-30 20:59:11.547291
6891;309247577;flat;;central;without;False;;True;False;False;False;;2024-10-30 20:59:17.124611;2024-10-30 20:59:17.124611
6892;309247456;flat;Башня Вулыха;central;without;False;;True;False;False;False;;2024-10-30 20:59:22.859873;2024-10-30 20:59:22.859873
6893;309247356;flat;;central;unknown;False;;True;False;False;False;;2024-10-30 20:59:44.554544;2024-10-30 20:59:44.554544
6894;309247325;flat;И-209А;central;without;False;;True;False;False;False;;2024-10-30 21:00:14.122554;2024-10-30 21:00:14.122554
6895;309247258;flat;;central;without;;;True;False;False;False;;2024-10-30 21:00:19.869440;2024-10-30 21:00:19.869440
6896;309247252;flat;Индивидуальный проект;central;without;False;;True;False;False;False;{'year': 2021, 'quarter': 1};2024-10-30 21:00:20.338473;2024-10-30 21:00:20.338473
6897;309247248;flat;Индивидуальный проект;central;unknown;False;;True;False;False;False;;2024-10-30 21:00:23.799525;2024-10-30 21:00:23.799525
6898;309247243;flat;;none;unknown;False;;True;False;False;False;{'year': 2024, 'quarter': 3};2024-10-30 21:00:26.012260;2024-10-30 21:00:26.012260
6899;309247196;flat;;itp;without;;;;False;False;False;{'year': 2021, 'quarter': 4};2024-10-30 21:01:02.750474;2024-10-30 21:01:02.750474
6900;309247192;flat;;central;unknown;False;;True;False;False;False;{'year': 2022, 'quarter': 3};2024-10-30 21:01:10.020479;2024-10-30 21:01:10.020479
6901;309247175;flat;;;;True;;;False;;;{'year': 2022, 'quarter': 2};2024-10-30 21:01:15.780169;2024-10-30 21:01:15.780169
6902;309247173;flat;;;;True;;;False;;;{'year': 2022, 'quarter': 2};2024-10-30 21:01:21.418176;2024-10-30 21:01:21.418176
6903;309247143;flat;;;;False;;;False;;;{'year': 2027, 'quarter': 2};2024-10-30 21:01:25.892402;2024-10-30 21:01:25.892402
6904;309247136;flat;;;;False;;True;False;;;{'year': 2024, 'quarter': 4};2024-10-30 21:01:26.535792;2024-10-30 21:01:26.535792
6905;309247129;flat;;central;without;False;;True;False;False;False;;2024-10-30 21:01:27.391719;2024-10-30 21:01:27.391719
6906;309247049;flat;1-515;central;without;False;;True;False;False;False;;2024-10-30 21:01:28.916122;2024-10-30 21:01:28.916122
6907;309246990;flat;1-515;central;central;;;True;False;False;True;;2024-10-30 21:01:29.821386;2024-10-30 21:01:29.821386
6908;309246416;flat;;;;;;False;False;;;{'year': 2024, 'quarter': 4};2024-10-30 21:01:32.403611;2024-10-30 21:01:32.403611
6909;309246382;flat;Индивидуальный проект;central;central;;;False;False;False;False;;2024-10-30 21:01:33.236581;2024-10-30 21:01:33.236581
6910;309246318;flat;;;;;;;False;;;;2024-10-30 21:01:34.109338;2024-10-30 21:01:34.109338
6911;309246272;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 21:01:34.918232;2024-10-30 21:01:34.918232
6912;309246160;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 21:01:35.697906;2024-10-30 21:01:35.697906
6913;309246157;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 21:01:38.564152;2024-10-30 21:01:38.564152
6914;309246131;flat;;central;without;;;;False;False;False;{'year': 2020, 'quarter': 1};2024-10-30 21:01:41.537666;2024-10-30 21:01:41.537666
6915;309245915;flat;;;;False;False;True;False;;;{'year': 2022, 'quarter': 4};2024-10-30 21:01:42.701872;2024-10-30 21:01:42.701872
6916;309245835;flat;Индивидуальный проект;central;central;;;True;False;False;False;{'year': 2021, 'quarter': 4};2024-10-30 21:01:44.715065;2024-10-30 21:01:44.715065
6917;309245833;flat;Индивидуальный проект;central;central;;;True;False;False;False;{'year': 2021, 'quarter': 4};2024-10-30 21:01:47.190525;2024-10-30 21:01:47.190525
6918;309245713;flat;П-44;central;without;False;;True;False;False;False;;2024-10-30 21:01:48.669428;2024-10-30 21:01:48.669428
6919;309245656;flat;;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 2};2024-10-30 21:01:52.745936;2024-10-30 21:01:52.745936
6920;309245643;flat;;;;True;;True;False;;;{'year': 2022, 'quarter': 3};2024-10-30 21:01:58.518060;2024-10-30 21:01:58.518060
6921;309245632;flat;Индивидуальный проект;central;unknown;;;;False;False;False;;2024-10-30 21:02:04.632058;2024-10-30 21:02:04.632058
6922;309245485;flat;П-44;central;without;False;;True;False;False;False;;2024-10-30 21:02:18.082565;2024-10-30 21:02:18.082565
6923;309245458;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 21:02:23.775718;2024-10-30 21:02:23.775718
6924;309245454;flat;;none;unknown;False;;True;False;False;False;;2024-10-30 21:02:29.504279;2024-10-30 21:02:29.504279
6925;309245451;flat;Индивидуальный проект;central;central;False;;True;False;False;False;;2024-10-30 21:02:31.902713;2024-10-30 21:02:31.902713
6926;309245449;flat;;;;False;;True;False;;;;2024-10-30 21:02:35.478883;2024-10-30 21:02:35.478883
6927;309245439;flat;П-44Т;central;without;False;;True;False;False;False;;2024-10-30 21:02:37.583178;2024-10-30 21:02:37.583178
6928;309245433;flat;Индивидуальный проект;itp;without;;;;False;False;False;{'year': 2008, 'quarter': 4};2024-10-30 21:02:43.712289;2024-10-30 21:02:43.712289
6929;309245371;flat;;;;True;;True;False;;;;2024-10-30 21:03:42.811811;2024-10-30 21:03:42.811811
6930;309245361;flat;;central;central;;;False;False;False;False;;2024-10-30 21:03:43.652382;2024-10-30 21:03:43.652382
6931;309245325;flat;Индивидуальный проект;central;without;;;True;False;False;False;;2024-10-30 21:03:46.722301;2024-10-30 21:03:46.722301
6932;309245306;flat;Индивидуальный проект;itp;unknown;False;;True;False;False;False;{'year': 2022, 'quarter': 3};2024-10-30 21:03:48.628818;2024-10-30 21:03:48.628818
6933;309245298;flat;;;;True;;True;False;;;;2024-10-30 21:03:49.394183;2024-10-30 21:03:49.394183
6934;309245297;flat;II-18;central;central;;;True;False;False;False;;2024-10-30 21:03:50.402211;2024-10-30 21:03:50.402211
6935;309245296;flat;1605-АМ;central;central;False;;True;False;False;False;;2024-10-30 21:03:52.665629;2024-10-30 21:03:52.665629
6936;309245255;flat;Индивидуальный проект;itp;without;;;True;False;False;False;{'year': 2016, 'quarter': 1};2024-10-30 21:03:55.230001;2024-10-30 21:03:55.230001
6937;309245252;flat;II-57;central;without;False;;True;False;False;False;;2024-10-30 21:03:56.067174;2024-10-30 21:03:56.067174
6938;309245251;flat;;none;unknown;;;;False;False;False;{'year': 2023, 'quarter': 4};2024-10-30 21:03:56.722263;2024-10-30 21:03:56.722263
6939;309245187;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2021, 'quarter': 3};2024-10-30 21:03:58.485322;2024-10-30 21:03:58.485322
6940;309245167;flat;Индивидуальный проект;central;without;False;;True;False;False;False;;2024-10-30 21:04:02.263881;2024-10-30 21:04:02.263881
6941;309245152;flat;;;;;;True;False;;;;2024-10-30 21:04:03.115648;2024-10-30 21:04:03.115648
6942;309245123;flat;Индивидуальный проект;central;without;;;True;False;False;False;{'year': 2020, 'quarter': 4};2024-10-30 21:04:08.138671;2024-10-30 21:04:08.138671
6943;309245099;flat;;none;unknown;False;;True;False;False;False;{'year': 2024, 'quarter': 3};2024-10-30 21:04:12.786416;2024-10-30 21:04:12.786416
6944;309245071;flat;1605-АМ;central;central;False;;True;False;False;False;;2024-10-30 21:04:14.082908;2024-10-30 21:04:14.082908
6945;309245058;flat;КОПЭ;central;without;False;;True;False;False;False;;2024-10-30 21:04:18.694498;2024-10-30 21:04:18.694498
6946;309245015;flat;П-46;central;without;False;;True;False;False;False;;2024-10-30 21:04:41.367928;2024-10-30 21:04:41.367928
6947;309244889;flat;Башня Вулыха;central;without;False;;True;False;False;False;;2024-10-30 21:04:47.108269;2024-10-30 21:04:47.108269
6948;309244870;flat;II-18;central;without;False;False;;False;False;False;;2024-10-30 21:04:50.658994;2024-10-30 21:04:50.658994
6949;309244864;flat;;;;True;;True;False;;;{'year': 2025, 'quarter': 3};2024-10-30 21:04:56.325973;2024-10-30 21:04:56.325973
6950;309244752;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;{'year': 2023, 'quarter': 4};2024-10-30 21:05:02.116460;2024-10-30 21:05:02.116460
6951;309244751;flat;Индивидуальный проект;none;unknown;False;;True;False;False;False;;2024-10-30 21:05:07.556965;2024-10-30 21:05:07.556965
