id;cian_id;repair_type;total_area;living_area;kitchen_area;ceiling_height;balconies;loggias;rooms_count;separated_wc;combined_wc;windows_view;created_at;updated_at
2790;287460662;design;40.20;20.00;10.00;;1;;1;;1;yard;2024-10-30 13:30:29.812378;2024-11-01 17:43:13.028295
2791;287481590;design;44.90;20.00;13.00;2.75;;1;1;;1;yardAndStreet;2024-10-30 13:30:34.639276;2024-11-01 17:43:14.328418
2792;287486012;cosmetic;34.14;15.20;10.90;;;;1;;1;;2024-10-30 13:30:38.057811;2024-11-01 17:43:19.968256
2793;287534881;design;45.30;30.00;10.00;;;;1;0;1;street;2024-10-30 13:30:40.506163;2024-11-01 17:43:23.650883
2794;287600795;cosmetic;37.70;19.20;7.90;2.64;1;0;1;0;1;street;2024-10-30 13:30:45.170574;2024-11-01 17:43:25.975940
2795;287615609;cosmetic;35.00;;6.00;2.64;1;0;1;0;0;;2024-10-30 13:30:46.240133;2024-11-01 17:43:30.877011
2796;287622737;no;40.00;16.00;14.00;;0;0;1;0;1;street;2024-10-30 13:30:51.001355;2024-11-01 17:43:34.115282
2797;287647905;;41.20;20.00;13.50;3.10;;;1;;1;;2024-10-30 13:30:56.791536;2024-11-01 17:43:37.002621
2798;287678758;no;46.00;;;3.10;;;1;;1;yard;2024-10-30 13:31:02.662072;2024-11-01 17:43:41.636636
2799;287824196;cosmetic;37.80;18.90;8.40;2.64;1;0;1;0;1;street;2024-10-30 13:31:20.377825;2024-11-01 17:43:44.768654
2800;287932004;cosmetic;41.40;18.60;10.30;2.70;1;0;1;0;1;street;2024-10-30 13:31:26.093840;2024-11-01 17:43:47.411926
2801;287960641;cosmetic;35.00;20.00;10.00;2.70;;1;1;0;1;street;2024-10-30 13:32:08.495243;2024-11-01 17:43:49.553107
2802;287970343;cosmetic;30.50;;;;0;1;1;1;1;;2024-10-30 13:32:14.237799;2024-11-01 17:43:52.185479
2803;287983658;;54.00;15.50;26.30;;;;1;1;;yard;2024-10-30 13:32:20.013690;2024-11-01 17:43:55.406069
2804;287994048;design;41.80;23.50;13.50;2.80;0;1;1;0;1;street;2024-10-30 13:32:25.865008;2024-11-01 17:43:58.095630
2805;287994071;design;42.30;25.00;15.00;2.80;1;0;1;0;0;;2024-10-30 13:32:31.888271;2024-11-01 17:44:00.218322
2806;287997882;design;38.00;;;2.80;0;0;1;0;1;yard;2024-10-30 13:32:36.139547;2024-11-01 17:44:02.969205
2807;288000643;cosmetic;38.30;19.80;6.40;;;1;1;;1;street;2024-10-30 13:32:41.940145;2024-11-01 17:44:06.130374
2808;288051007;;45.60;;;;;;1;;;;2024-10-30 13:32:47.985161;2024-11-01 17:44:08.783879
2809;288058353;euro;40.00;20.00;12.80;;0;0;1;1;0;street;2024-10-30 13:32:53.865711;2024-11-01 17:44:10.903520
2810;288092455;;32.00;19.00;5.00;;0;0;1;0;1;yard;2024-10-30 13:32:59.856998;2024-11-01 17:44:12.467619
2811;288162733;no;34.50;17.00;8.10;2.60;;1;1;1;;;2024-10-30 13:33:06.633584;2024-11-01 17:44:13.550278
2812;288239776;no;27.00;;8.00;;0;0;1;0;1;street;2024-10-30 13:33:08.988688;2024-11-01 17:44:17.575864
2813;288263786;design;35.30;17.40;8.30;2.80;0;1;1;0;1;yardAndStreet;2024-10-30 13:33:12.541836;2024-11-01 17:44:19.468981
2814;288328266;cosmetic;36.60;18.00;12.00;2.75;0;1;1;0;1;yard;2024-10-30 13:33:14.823401;2024-11-01 17:44:21.599795
2815;288339582;;32.10;;;;0;0;1;0;0;;2024-10-30 13:33:18.312656;2024-11-01 17:44:23.136914
2816;288427117;no;41.30;17.10;10.40;3.00;0;1;1;0;1;street;2024-10-30 13:33:20.636958;2024-11-01 17:44:28.257470
2817;288451627;cosmetic;20.00;;;;0;0;1;0;1;;2024-10-30 13:33:24.089914;2024-11-01 17:44:30.455305
2818;288557638;no;25.70;15.70;5.00;4.20;0;0;1;0;1;street;2024-10-30 13:33:26.394795;2024-11-01 17:44:32.395456
2819;288615232;euro;34.00;19.00;8.00;;;;1;;1;;2024-10-30 13:33:31.877895;2024-11-01 17:44:33.875533
2820;288627542;design;36.00;20.00;10.00;3.20;0;0;1;0;1;;2024-10-30 13:33:37.521248;2024-11-01 17:44:39.020262
2821;288676868;euro;40.00;21.00;9.00;;;1;1;;1;yard;2024-10-30 13:34:38.314443;2024-11-01 17:44:41.050361
2822;288852501;euro;27.50;24.60;;2.80;1;;1;;1;yardAndStreet;2024-10-30 13:34:44.291183;2024-11-01 17:44:43.076433
2823;288880767;design;32.00;;;3.20;0;0;1;0;1;yard;2024-10-30 13:34:56.679294;2024-11-01 17:44:43.718388
2824;288892207;design;35.10;19.00;10.00;2.64;1;;1;;1;;2024-10-30 13:35:01.116293;2024-11-01 17:44:44.737404
2825;289011665;euro;47.60;;;2.50;0;1;1;0;1;street;2024-10-30 13:35:02.498582;2024-11-01 17:44:49.707169
2826;289031855;cosmetic;31.00;18.90;5.50;2.75;1;0;1;0;0;;2024-10-30 13:35:06.855743;2024-11-01 17:44:52.008839
2827;289094867;cosmetic;30.00;19.00;5.50;2.50;1;0;1;0;1;yard;2024-10-30 13:35:13.668178;2024-11-01 17:44:53.513688
2828;289141511;euro;35.50;10.00;17.00;2.70;;;1;;1;yard;2024-10-30 13:35:19.623333;2024-11-01 17:44:54.420281
2829;289160005;cosmetic;38.00;16.00;10.00;;0;0;1;0;0;;2024-10-30 13:35:25.478014;2024-11-01 17:44:55.776489
2830;289163358;euro;32.00;21.50;5.20;2.67;0;0;1;0;1;yard;2024-10-30 13:35:30.644954;2024-11-01 17:45:00.270890
2831;289226557;design;50.00;;;3.00;0;0;1;0;1;yardAndStreet;2024-10-30 13:35:33.110276;2024-11-01 17:45:02.699899
2832;289231279;euro;41.80;18.00;12.00;2.70;0;1;1;0;1;yard;2024-10-30 13:35:36.566461;2024-11-01 17:45:04.101384
2833;289234548;euro;42.30;22.00;10.00;;1;;1;;1;yard;2024-10-30 13:35:39.951869;2024-11-01 17:45:10.912508
2834;289250459;;42.50;;;;;;1;;1;yardAndStreet;2024-10-30 13:35:42.511917;2024-11-01 17:45:13.176655
2835;289286781;;40.00;14.00;15.00;;;;1;;1;yardAndStreet;2024-10-30 13:35:43.612692;2024-11-01 17:45:14.136296
2836;289286859;no;45.70;22.70;13.00;2.80;0;1;1;0;1;yard;2024-10-30 13:35:45.945337;2024-11-01 17:45:14.790865
2837;289421216;euro;42.20;19.00;10.00;2.80;;1;1;0;1;street;2024-10-30 13:35:48.270331;2024-11-01 17:45:21.561845
2838;289461345;cosmetic;38.50;19.70;9.60;2.60;;2;1;;1;;2024-10-30 13:35:49.426320;2024-11-01 17:45:24.026404
2839;289490553;;41.60;16.00;5.90;3.08;;;1;1;;;2024-10-30 13:35:51.805820;2024-11-01 17:45:24.730997
2840;289523550;euro;36.10;20.60;9.20;2.50;1;0;1;0;1;yard;2024-10-30 13:35:54.201172;2024-11-01 17:45:25.562697
2841;289533687;cosmetic;35.30;19.00;8.00;2.50;1;;1;;1;yard;2024-10-30 13:35:57.543941;2024-11-01 17:45:32.755737
2842;289533813;euro;34.60;18.00;9.00;2.50;;;1;;1;yard;2024-10-30 13:37:08.839203;2024-11-01 17:45:34.632375
2843;289687246;euro;38.00;16.90;10.20;3.00;0;0;1;0;1;;2024-10-30 13:37:14.634690;2024-11-01 17:45:35.310199
2844;289747849;;70.80;22.90;14.40;;;2;1;2;;yardAndStreet;2024-10-30 13:37:21.381999;2024-11-01 17:45:43.165314
2845;289748563;euro;37.00;20.00;8.00;3.00;;;1;1;;yard;2024-10-30 13:37:27.162801;2024-11-01 17:45:45.457826
2846;289774038;design;103.00;;40.00;;;;1;;2;;2024-10-30 13:37:32.228438;2024-11-01 17:45:46.197337
2847;289776671;;57.60;;;;;;1;;;;2024-10-30 13:37:33.206472;2024-11-01 17:45:53.703187
2848;289781373;design;60.20;40.00;;3.20;;;1;1;;;2024-10-30 13:37:37.973295;2024-11-01 17:45:56.259395
2849;289806469;no;30.40;15.80;9.00;3.30;0;0;1;0;1;street;2024-10-30 13:37:43.875168;2024-11-01 17:45:56.881800
2850;289915248;cosmetic;41.80;;10.60;2.70;0;1;1;0;1;yard;2024-10-30 13:37:55.548315;2024-11-01 17:46:04.225076
2851;289974135;design;19.00;;;;0;0;1;0;0;street;2024-10-30 13:37:56.296664;2024-11-01 17:46:06.957927
2852;290012594;design;34.70;;;3.20;1;0;1;0;0;yard;2024-10-30 13:38:00.694106;2024-11-01 17:46:08.025657
2853;290075868;design;49.30;36.00;6.00;3.00;;;1;;1;;2024-10-30 13:38:01.324917;2024-11-01 17:46:14.755846
2854;290106587;;48.80;28.00;12.40;;;1;1;;1;yardAndStreet;2024-10-30 13:38:02.206839;2024-11-01 17:46:18.009359
2855;290125146;no;39.40;17.00;12.00;;;;1;;1;street;2024-10-30 13:38:03.751552;2024-11-01 17:46:18.721635
2856;290127573;euro;36.20;21.00;10.00;2.70;1;0;1;1;0;yard;2024-10-30 13:38:06.459254;2024-11-01 17:46:25.548055
2857;290145945;cosmetic;31.00;16.00;8.00;2.64;;;1;;1;yard;2024-10-30 13:38:07.361455;2024-11-01 17:46:28.692393
2858;290185551;design;11.20;2.20;9.00;2.70;;;1;;1;street;2024-10-30 13:38:09.545248;2024-11-01 17:46:29.421828
2859;290338595;;45.60;13.10;19.10;3.50;;;1;;1;street;2024-10-30 13:38:12.307600;2024-11-01 17:46:36.266857
2860;290361997;no;35.00;13.00;12.00;3.00;0;1;1;0;1;yard;2024-10-30 13:38:15.339292;2024-11-01 17:46:39.276113
2861;290406880;cosmetic;30.50;17.40;7.70;2.64;;;1;;1;yard;2024-10-30 13:38:18.163827;2024-11-01 17:46:40.202590
2862;290433354;no;35.00;;10.00;3.10;1;0;1;0;0;;2024-10-30 13:38:21.199489;2024-11-01 17:46:40.803822
2863;290465723;;49.60;16.30;18.80;;0;0;1;0;1;yard;2024-10-30 13:38:27.127433;2024-11-01 17:46:46.799050
2864;290503701;cosmetic;38.00;10.30;18.40;2.75;;;1;;1;street;2024-10-30 13:39:39.478030;2024-11-01 17:46:49.814549
2865;290522992;no;46.00;;;;;;1;;1;;2024-10-30 13:40:11.346139;2024-11-01 17:46:50.892011
2866;290529725;cosmetic;31.70;;;;1;0;1;0;1;street;2024-10-30 13:40:13.270189;2024-11-01 17:46:57.366539
2867;290579556;;41.00;19.00;11.00;;;1;1;;1;yardAndStreet;2024-10-30 13:40:17.297581;2024-11-01 17:47:00.425409
2868;290597756;no;45.00;29.00;12.00;3.10;1;0;1;0;0;;2024-10-30 13:40:19.615904;2024-11-01 17:47:01.591732
2869;290636480;;54.38;;;;;;1;;;;2024-10-30 13:40:23.119900;2024-11-01 17:47:12.190338
2870;290644239;cosmetic;44.00;20.00;8.00;;;1;1;;1;yard;2024-10-30 13:40:24.492080;2024-11-01 17:47:22.798271
2871;290673971;cosmetic;37.70;23.50;3.30;2.80;1;;1;;1;yard;2024-10-30 13:40:29.083920;2024-11-01 17:47:32.160616
2872;290704593;design;39.00;;;3.00;0;0;1;0;0;;2024-10-30 13:40:30.206977;2024-11-01 17:47:33.623534
2873;290717894;design;30.40;21.40;4.00;3.00;;;1;;1;;2024-10-30 13:40:33.377180;2024-11-01 17:47:42.838349
2874;290725437;;47.30;;;;0;0;1;0;1;yard;2024-10-30 13:40:34.931565;2024-11-01 17:47:53.440419
2875;290821545;;22.48;;;;0;0;1;0;0;;2024-10-30 13:40:36.055651;2024-11-01 17:48:04.009533
2876;290829248;no;36.30;16.00;10.40;2.80;1;;1;1;;;2024-10-30 13:40:39.433175;2024-11-01 17:48:05.794105
2877;290845098;;60.50;;10.50;;1;0;1;2;0;;2024-10-30 13:40:42.190628;2024-11-01 17:48:06.832949
2878;290854836;cosmetic;44.50;18.10;12.10;3.00;;1;1;;1;yard;2024-10-30 13:40:46.987875;2024-11-01 17:48:16.367688
2879;290915964;euro;34.00;12.00;11.00;;;;1;;1;yard;2024-10-30 13:40:48.274908;2024-11-01 17:48:17.704616
2880;290918518;no;41.60;;;;;1;1;0;1;yardAndStreet;2024-10-30 13:40:51.935278;2024-11-01 17:48:27.070725
2881;290950607;;32.70;11.60;9.10;;;;1;;;yard;2024-10-30 13:40:53.034271;2024-11-01 17:48:27.864233
2882;290954288;no;38.00;20.00;8.50;2.70;;1;1;;1;yard;2024-10-30 13:40:57.724611;2024-11-01 17:48:28.593077
2883;291011115;;49.80;15.70;20.70;3.50;;1;1;;1;yard;2024-10-30 13:40:58.869779;2024-11-01 17:48:37.817262
2884;291023077;no;34.80;19.60;9.60;2.70;;1;1;;1;yard;2024-10-30 13:41:03.601869;2024-11-01 17:48:38.565478
2885;291039791;design;42.00;14.00;16.50;3.00;0;0;1;0;1;street;2024-10-30 13:41:05.694319;2024-11-01 17:48:39.331977
2886;291075580;euro;42.00;18.00;10.00;2.65;1;;1;1;;yard;2024-10-30 13:41:11.502449;2024-11-01 17:48:48.627002
2887;291103112;;45.50;;;;;;1;;;;2024-10-30 13:41:18.336488;2024-11-01 17:48:49.405251
2888;291105597;design;37.00;;;3.20;0;0;1;0;1;street;2024-10-30 13:42:25.373668;2024-11-01 17:48:59.286570
2889;291114402;;48.40;;20.00;3.02;;;1;;;street;2024-10-30 13:42:31.259959;2024-11-01 17:49:00.141624
2890;291116235;no;28.00;19.50;3.50;;0;0;1;0;1;street;2024-10-30 13:42:42.441407;2024-11-01 17:49:09.970718
2891;291121557;no;36.40;23.00;8.00;3.00;;;1;;1;yard;2024-10-30 13:42:48.275040;2024-11-01 17:49:10.848821
2892;291143558;cosmetic;39.10;19.00;9.80;;;1;1;1;;;2024-10-30 13:42:53.996849;2024-11-01 17:49:21.584281
2893;291154952;euro;35.00;20.50;7.90;2.60;0;0;1;0;1;yard;2024-10-30 13:42:54.908901;2024-11-01 17:49:32.333753
2894;291247236;design;34.20;15.00;8.00;2.80;;;1;;1;yard;2024-10-30 13:43:00.059851;2024-11-01 17:49:43.534345
2895;291311492;no;46.90;33.20;;3.00;;;1;;1;street;2024-10-30 13:43:00.902785;2024-11-01 17:49:51.966886
2896;291335222;euro;47.00;20.00;15.00;2.80;1;0;1;0;0;;2024-10-30 13:43:06.682916;2024-11-01 17:49:54.604700
2897;291366248;;44.50;;18.80;;0;0;1;0;1;street;2024-10-30 13:43:10.480179;2024-11-01 17:50:02.700462
2898;291395625;no;39.90;18.20;10.50;;0;1;1;1;1;;2024-10-30 13:43:12.816702;2024-11-01 17:50:05.305524
2899;291406278;no;42.00;22.00;18.00;3.10;0;0;1;0;1;yard;2024-10-30 13:43:16.374482;2024-11-01 17:50:11.027496
2900;291413927;euro;38.90;19.10;8.50;2.64;0;1;1;0;1;yard;2024-10-30 13:44:18.632675;2024-11-01 17:50:13.560947
2901;291425330;;33.70;16.20;10.60;;0;0;1;0;1;street;2024-10-30 13:44:23.302080;2024-11-01 17:50:15.953849
2902;291448862;no;31.20;20.00;8.00;;0;0;1;0;1;;2024-10-30 13:44:24.413287;2024-11-01 17:50:21.774825
2903;291451180;;45.70;45.70;;;;;1;;;yard;2024-10-30 13:44:25.933696;2024-11-01 17:50:24.220460
2904;291452352;design;41.00;21.20;9.00;2.64;0;1;1;0;0;yard;2024-10-30 13:44:29.060744;2024-11-01 17:50:24.956181
2905;291480860;no;35.50;18.00;11.00;2.90;;;1;;1;;2024-10-30 13:44:30.184503;2024-11-01 17:50:26.585596
2906;291524185;cosmetic;30.00;18.00;6.00;2.60;1;;1;;1;street;2024-10-30 13:44:35.083119;2024-11-01 17:50:32.479007
2907;291578564;cosmetic;38.70;16.40;10.00;2.80;0;1;1;0;1;;2024-10-30 13:44:37.106074;2024-11-01 17:50:35.287217
2908;291599525;design;39.10;20.70;9.00;2.65;0;1;1;0;1;yard;2024-10-30 13:44:38.496519;2024-11-01 17:50:36.282238
2909;291600433;euro;40.00;18.00;15.00;2.95;0;0;1;0;0;yardAndStreet;2024-10-30 13:44:40.887488;2024-11-01 17:50:43.309485
2910;291649717;cosmetic;28.50;;;2.64;1;0;1;0;0;;2024-10-30 13:44:42.668953;2024-11-01 17:50:45.048434
2911;291652014;cosmetic;30.70;17.80;6.20;2.70;1;0;1;0;1;yardAndStreet;2024-10-30 13:44:44.366395;2024-11-01 17:50:46.178963
2912;291674905;no;33.60;11.70;11.00;2.62;0;0;1;1;0;yard;2024-10-30 13:44:46.720427;2024-11-01 17:50:54.127746
2913;291715912;cosmetic;36.30;20.00;7.00;2.64;1;;1;;1;yard;2024-10-30 13:44:50.121331;2024-11-01 17:50:56.067547
2914;291725890;;30.60;;10.20;3.00;;;1;;;;2024-10-30 13:44:56.122033;2024-11-01 17:50:56.802931
2915;291762799;design;44.00;;;2.85;0;0;1;0;0;yard;2024-10-30 13:45:02.003370;2024-11-01 17:51:06.546962
2916;291768779;cosmetic;35.70;16.00;10.00;2.64;0;1;1;0;1;yard;2024-10-30 13:45:06.435298;2024-11-01 17:51:07.552548
2917;291793489;design;41.00;20.00;9.60;2.64;0;1;1;0;1;yard;2024-10-30 13:45:07.952240;2024-11-01 17:51:08.135973
2918;291794993;design;37.70;;;2.99;;1;1;;1;street;2024-10-30 13:45:12.302745;2024-11-01 17:51:12.373650
2919;292288457;;39.20;13.60;15.30;;;;1;1;;;2024-10-30 13:46:19.207473;2024-11-01 17:51:13.266158
2920;292289584;euro;45.30;22.00;10.00;;;;1;;1;yard;2024-10-30 13:46:25.003096;2024-11-01 17:51:17.145711
2921;292317553;cosmetic;33.30;17.70;9.80;2.64;1;;1;;1;yard;2024-10-30 13:46:30.909717;2024-11-01 17:51:18.416710
2922;292327640;no;41.00;13.60;14.60;;1;0;1;0;1;;2024-10-30 13:46:36.695377;2024-11-01 17:51:23.863238
2923;292347022;cosmetic;34.90;19.20;8.30;2.80;1;0;1;0;0;yard;2024-10-30 13:46:37.624549;2024-11-01 17:51:27.899206
2924;292367639;euro;38.90;20.00;11.00;3.30;;;1;;1;street;2024-10-30 13:46:43.527587;2024-11-01 17:51:28.821290
2925;292377417;cosmetic;33.00;19.00;6.00;2.64;0;0;1;0;1;yard;2024-10-30 13:46:44.351903;2024-11-01 17:51:34.617252
2926;292389134;euro;32.60;18.70;6.60;2.64;;;1;;1;yard;2024-10-30 13:46:48.477609;2024-11-01 17:51:39.053483
2927;292391086;euro;35.60;14.30;9.10;2.65;;;1;;1;street;2024-10-30 13:46:49.462673;2024-11-01 17:51:40.077759
2928;292400035;design;32.00;18.00;6.00;3.10;0;0;1;0;1;yard;2024-10-30 13:46:53.509614;2024-11-01 17:51:45.047547
2929;292417116;cosmetic;38.60;19.00;7.30;2.64;1;0;1;0;1;;2024-10-30 13:46:54.357820;2024-11-01 17:51:49.954585
2930;292440416;no;36.90;15.00;10.20;;0;0;1;0;1;yard;2024-10-30 13:46:55.221308;2024-11-01 17:51:51.238864
2931;292446204;euro;44.50;;;3.10;0;0;1;0;1;yard;2024-10-30 13:46:59.357716;2024-11-01 17:51:51.934749
2932;292495457;cosmetic;32.80;18.70;6.60;2.64;;;1;;1;yard;2024-10-30 13:46:59.959201;2024-11-01 17:51:55.493032
2933;292499976;;40.00;20.00;9.00;;1;;1;;1;street;2024-10-30 13:47:01.051993;2024-11-01 17:52:01.802102
2934;292507917;cosmetic;36.00;19.30;9.60;2.65;0;1;1;0;1;yardAndStreet;2024-10-30 13:47:05.180588;2024-11-01 17:52:02.768945
2935;292522658;no;41.30;19.60;10.30;2.80;1;;1;1;;;2024-10-30 13:47:11.108743;2024-11-01 17:52:06.332512
2936;292524495;no;39.90;18.20;10.50;2.80;1;;1;1;;;2024-10-30 13:47:15.723457;2024-11-01 17:52:12.467398
2937;292526198;no;41.90;20.10;11.60;;1;;1;1;;;2024-10-30 13:47:21.579022;2024-11-01 17:52:14.168567
2938;292527624;no;41.30;19.60;10.30;;1;;1;1;;;2024-10-30 13:47:27.552551;2024-11-01 17:52:17.138969
2939;292545798;cosmetic;45.80;21.00;11.50;2.80;1;0;1;1;0;yard;2024-10-30 13:47:33.581655;2024-11-01 17:52:21.474271
2940;292563149;cosmetic;33.30;18.40;6.00;;1;0;1;0;1;yard;2024-10-30 13:47:39.507779;2024-11-01 17:52:23.599757
2941;292571543;cosmetic;36.10;19.00;9.00;2.60;1;;1;;1;yard;2024-10-30 13:48:51.031625;2024-11-01 17:52:24.698426
2942;292581156;no;42.50;13.00;;;1;0;1;0;1;;2024-10-30 13:48:57.533921;2024-11-01 17:52:27.805596
2943;292588680;;39.00;24.00;10.00;;;;1;;;yard;2024-10-30 13:49:04.381128;2024-11-01 17:52:32.479190
2944;292617247;cosmetic;34.90;18.00;8.00;2.64;;1;1;;1;yard;2024-10-30 13:49:06.017924;2024-11-01 17:52:34.191373
2945;292629135;cosmetic;36.00;19.10;8.00;2.64;0;1;1;0;1;;2024-10-30 13:49:07.242554;2024-11-01 17:52:38.457592
2946;292636353;euro;45.00;20.50;11.00;2.80;;1;1;;1;yard;2024-10-30 13:49:10.306824;2024-11-01 17:52:43.229421
2947;292653808;no;26.90;20.00;4.00;3.10;;;1;;1;yard;2024-10-30 13:49:13.139817;2024-11-01 17:52:44.989253
2948;292655914;no;16.80;13.00;;3.80;;;1;;1;;2024-10-30 13:49:16.089553;2024-11-01 17:52:49.082880
2949;292664727;design;40.00;25.00;7.00;;;;1;;1;street;2024-10-30 13:49:17.372416;2024-11-01 17:52:53.953484
2950;292666716;no;32.00;12.40;10.30;;0;1;1;0;1;yard;2024-10-30 13:49:18.102480;2024-11-01 17:52:55.812699
2951;292674602;euro;30.00;;10.00;3.00;1;;1;;1;street;2024-10-30 13:49:19.069891;2024-11-01 17:52:59.813019
2952;292679958;euro;48.10;22.40;9.50;3.10;0;0;1;1;0;yard;2024-10-30 13:49:23.199129;2024-11-01 17:53:04.628576
2953;292682602;euro;38.50;19.00;8.50;2.60;1;;1;;1;street;2024-10-30 13:49:25.346243;2024-11-01 17:53:06.706971
2954;292686414;no;32.00;21.80;5.20;;0;0;1;0;1;yardAndStreet;2024-10-30 13:49:29.068978;2024-11-01 17:53:08.344694
2955;292698316;cosmetic;37.80;18.90;;2.64;1;;1;;1;yard;2024-10-30 13:49:35.135895;2024-11-01 17:53:15.719356
2956;292698409;design;28.00;19.00;3.00;3.20;0;0;1;0;1;yard;2024-10-30 13:49:41.949751;2024-11-01 17:53:17.390806
2957;292728611;euro;31.60;;5.30;;1;0;1;0;0;;2024-10-30 13:49:46.131682;2024-11-01 17:53:19.049332
2958;292730908;;39.66;11.90;16.90;;;;1;;1;street;2024-10-30 13:49:52.061892;2024-11-01 17:53:26.768681
2959;292774251;euro;35.50;20.00;10.50;;;;1;;1;yard;2024-10-30 13:49:57.953459;2024-11-01 17:53:27.988605
2960;292774280;cosmetic;38.40;20.80;8.50;2.64;1;;1;1;;yard;2024-10-30 13:50:04.128334;2024-11-01 17:53:30.106851
2961;292778806;;50.00;;;;0;0;1;1;0;;2024-10-30 13:50:09.942734;2024-11-01 17:53:37.650379
2962;292787122;no;45.00;14.00;17.00;3.00;;;1;;1;yard;2024-10-30 13:51:22.354962;2024-11-01 17:53:38.299840
2963;292792113;cosmetic;41.00;22.00;12.00;2.70;0;1;1;0;1;yard;2024-10-30 13:51:24.413429;2024-11-01 17:53:47.192166
2964;292805397;no;42.00;14.00;14.00;3.10;1;;1;;;yard;2024-10-30 13:51:28.369232;2024-11-01 17:53:48.851538
2965;292845562;cosmetic;38.60;;;;0;0;1;1;0;yard;2024-10-30 13:51:29.937959;2024-11-01 17:53:57.900736
2966;292850044;;48.25;;22.00;;0;1;1;0;1;street;2024-10-30 13:51:31.615705;2024-11-01 17:53:59.678232
2967;292897420;cosmetic;37.60;18.90;7.00;;1;;1;;1;yard;2024-10-30 13:51:34.402859;2024-11-01 17:54:08.793225
2968;292902438;euro;34.00;17.50;10.20;2.70;;;1;;1;;2024-10-30 13:51:37.478246;2024-11-01 17:54:10.764785
2969;292904685;;37.55;22.60;7.20;;;;1;;1;yard;2024-10-30 13:51:40.494245;2024-11-01 17:54:15.262639
2970;292941944;;42.00;20.00;14.00;;0;0;1;0;1;yard;2024-10-30 13:51:43.206273;2024-11-01 17:54:19.629516
2971;292945725;design;49.30;36.30;8.00;;;;1;;1;street;2024-10-30 13:51:46.676852;2024-11-01 17:54:21.560560
2972;292956777;euro;37.00;30.00;;5.00;;;1;;1;street;2024-10-30 13:51:48.389308;2024-11-01 17:54:23.614435
2973;292973726;euro;32.00;17.00;9.00;2.50;0;1;1;1;0;yard;2024-10-30 13:51:49.249294;2024-11-01 17:54:30.454978
2974;292983798;design;35.00;11.70;14.50;2.95;0;1;1;0;1;street;2024-10-30 13:51:54.273389;2024-11-01 17:54:32.138384
2975;292998414;euro;42.90;22.10;3.00;3.30;0;0;1;;1;street;2024-10-30 13:52:00.079530;2024-11-01 17:54:41.383493
2976;293000735;design;36.80;19.50;9.70;2.50;0;1;1;0;1;yard;2024-10-30 13:52:01.784474;2024-11-01 17:54:42.682872
2977;293001657;;33.40;11.00;14.00;;0;0;1;0;1;yard;2024-10-30 13:52:05.914359;2024-11-01 17:54:52.536806
2978;293042613;cosmetic;34.47;14.00;10.60;;;;1;;1;;2024-10-30 13:52:17.252105;2024-11-01 17:54:53.244179
2979;293053907;design;43.60;20.00;10.00;2.70;;1;1;;1;yard;2024-10-30 13:52:23.119726;2024-11-01 17:55:01.605173
2980;293088942;design;49.70;;24.80;3.20;;;1;;1;yard;2024-10-30 13:52:29.124360;2024-11-01 17:55:03.360452
2981;293089615;;43.90;13.90;;3.17;;;1;;;;2024-10-30 13:52:35.122368;2024-11-01 17:55:04.507095
2982;293119175;cosmetic;34.50;17.90;6.90;;0;0;1;0;1;;2024-10-30 13:53:35.719010;2024-11-01 17:55:12.336457
2983;293123253;cosmetic;39.50;20.30;10.10;2.64;1;;1;1;;yard;2024-10-30 13:53:41.313849;2024-11-01 17:55:14.217526
2984;293124821;;42.40;;;;;;1;;;;2024-10-30 13:53:53.160788;2024-11-01 17:55:15.215783
2985;293136735;;87.50;18.50;44.70;;;;1;;2;street;2024-10-30 13:53:58.969612;2024-11-01 17:55:23.166989
2986;293149755;euro;39.00;21.00;8.00;2.64;0;0;1;1;0;street;2024-10-30 13:54:04.855860;2024-11-01 17:55:24.989433
2987;293156291;;40.30;;14.90;3.02;;;1;;;street;2024-10-30 13:54:09.031662;2024-11-01 17:55:26.150269
2988;293175824;;28.70;;8.50;3.00;;;1;;;;2024-10-30 13:54:10.882989;2024-11-01 17:55:34.243613
2989;293200734;;37.30;12.30;11.50;3.10;;;1;;1;yard;2024-10-30 13:54:12.195236;2024-11-01 17:55:35.866244
2990;293200863;;61.40;30.40;6.20;2.95;;;1;;1;;2024-10-30 13:54:14.837533;2024-11-01 17:55:36.584428
2991;293201044;;46.40;28.20;3.50;2.95;;;1;;1;;2024-10-30 13:54:18.031098;2024-11-01 17:55:37.495219
2992;293201485;;52.60;37.30;4.90;2.95;;;1;;1;;2024-10-30 13:54:20.750964;2024-11-01 17:55:46.709408
2993;293201629;;52.10;30.50;9.20;2.95;;;1;;1;;2024-10-30 13:54:24.307336;2024-11-01 17:55:47.704081
2994;293202331;;35.70;11.80;7.50;2.70;;;1;;1;;2024-10-30 13:54:27.610392;2024-11-01 17:55:48.349348
2995;293202766;;34.30;11.50;6.80;2.70;;;1;;1;;2024-10-30 13:54:30.222686;2024-11-01 17:55:57.525070
2996;293202769;;38.10;12.10;8.40;2.70;;;1;;1;;2024-10-30 13:54:33.485197;2024-11-01 17:55:58.742385
2997;293202774;;47.00;15.50;10.50;2.70;;;1;;1;;2024-10-30 13:54:36.028600;2024-11-01 17:55:59.347628
