id;cian_id;repair_type;total_area;living_area;kitchen_area;ceiling_height;balconies;loggias;rooms_count;separated_wc;combined_wc;windows_view;created_at;updated_at
13594;290238023;design;91.00;44.00;20.00;2.70;;;3;;2;yardAndStreet;2024-10-31 08:09:03.896980;2024-10-31 08:09:03.896980
13595;290274314;no;90.00;50.00;15.00;3.00;0;1;3;1;1;yard;2024-10-31 08:09:04.588305;2024-10-31 08:09:04.588305
13596;290277056;euro;74.30;43.90;10.10;2.64;1;;3;1;;;2024-10-31 08:09:09.481099;2024-10-31 08:09:09.481099
13597;290297449;euro;115.00;92.00;;;;;3;;2;;2024-10-31 08:09:11.455442;2024-10-31 08:09:11.455442
13598;290311042;design;160.00;;;3.40;;;3;;2;;2024-10-31 08:09:15.253536;2024-10-31 08:09:15.253536
13599;290338939;no;140.00;112.00;;;;;3;;;yardAndStreet;2024-10-31 08:09:17.080777;2024-10-31 08:09:17.080777
13600;290339101;design;66.10;50.00;10.00;3.00;0;0;3;0;1;street;2024-10-31 08:09:21.004801;2024-10-31 08:09:21.004801
13601;290341649;euro;79.00;60.00;9.00;3.20;0;1;3;0;1;yardAndStreet;2024-10-31 08:09:22.638420;2024-10-31 08:09:22.638420
13602;290362852;no;92.05;;14.00;3.40;0;0;3;2;0;;2024-10-31 08:09:25.488814;2024-10-31 08:09:25.488814
13603;290380824;euro;129.30;77.00;11.00;3.00;0;0;3;0;2;yard;2024-10-31 08:09:26.488650;2024-10-31 08:09:26.488650
13604;290380840;no;186.00;142.00;25.00;3.00;0;0;3;3;0;yardAndStreet;2024-10-31 08:09:28.225690;2024-10-31 08:09:28.225690
13605;290380851;euro;262.00;148.00;18.00;4.00;1;0;3;3;0;yardAndStreet;2024-10-31 08:09:32.764646;2024-10-31 08:09:32.764646
13606;290380905;euro;68.20;44.00;8.00;3.00;0;0;3;0;2;yardAndStreet;2024-10-31 08:09:33.604126;2024-10-31 08:09:33.604126
13607;290380916;euro;88.70;65.00;15.00;3.90;0;0;3;0;2;yardAndStreet;2024-10-31 08:09:37.553896;2024-10-31 08:09:37.553896
13608;290384314;design;70.00;45.00;15.00;3.00;0;0;3;1;0;yardAndStreet;2024-10-31 08:09:57.288042;2024-10-31 08:09:57.288042
13609;290431403;euro;75.00;46.00;10.00;2.70;1;0;3;0;1;yard;2024-10-31 08:10:03.072766;2024-10-31 08:10:03.072766
13610;290454359;cosmetic;67.00;54.00;8.00;3.00;0;0;3;0;1;;2024-10-31 08:10:09.990677;2024-10-31 08:10:09.990677
13611;290466546;no;76.60;44.70;12.00;;3;0;3;0;2;yardAndStreet;2024-10-31 08:10:15.947773;2024-10-31 08:10:15.947773
13612;290471833;;96.00;;24.00;;0;0;3;3;0;yard;2024-10-31 08:10:16.360299;2024-10-31 08:10:16.360299
13613;290502726;design;99.50;48.00;25.00;3.00;0;0;3;0;2;yard;2024-10-31 08:10:18.074132;2024-10-31 08:10:18.074132
13614;290543347;no;93.90;58.00;11.00;2.80;0;0;3;0;0;;2024-10-31 08:10:21.781030;2024-10-31 08:10:21.781030
13615;290598716;cosmetic;72.80;44.00;10.10;2.64;;1;3;1;;yard;2024-10-31 08:10:22.424937;2024-10-31 08:10:22.424937
13616;290620505;no;76.00;;23.00;4.29;0;0;3;0;0;;2024-10-31 08:10:22.922267;2024-10-31 08:10:22.922267
13617;290636652;;125.24;;;;;;3;;;;2024-10-31 08:10:27.600490;2024-10-31 08:10:27.600490
13618;290636662;;118.55;;;;;;3;;;;2024-10-31 08:10:29.423646;2024-10-31 08:10:29.423646
13619;290659515;euro;80.80;48.00;10.00;2.64;1;;3;1;;yard;2024-10-31 08:10:29.881278;2024-10-31 08:10:29.881278
13620;290680431;euro;80.00;46.00;10.50;2.64;;2;3;1;;yardAndStreet;2024-10-31 08:10:33.665405;2024-10-31 08:10:33.665405
13621;290681637;cosmetic;56.20;32.00;5.50;2.55;1;;3;;1;;2024-10-31 08:10:35.731080;2024-10-31 08:10:35.731080
13622;290695336;cosmetic;94.00;47.00;16.50;3.00;0;2;3;0;0;;2024-10-31 08:10:41.323376;2024-10-31 08:10:41.323376
13623;290699181;no;106.00;;49.90;;;;3;3;;;2024-10-31 08:10:42.480458;2024-10-31 08:10:42.480458
13624;290706744;design;120.00;65.00;14.00;;;;3;;2;yard;2024-10-31 08:10:43.257316;2024-10-31 08:10:43.257316
13625;290726008;cosmetic;59.80;;6.00;;0;0;3;0;0;;2024-10-31 08:10:46.907816;2024-10-31 08:10:46.907816
13626;290778903;euro;69.00;37.00;8.00;3.00;;;3;;2;yardAndStreet;2024-10-31 08:10:49.060788;2024-10-31 08:10:49.060788
13627;290791958;no;108.00;;;2.80;;3;3;2;;yardAndStreet;2024-10-31 08:10:52.459896;2024-10-31 08:10:52.459896
13628;290792183;no;102.00;;21.70;3.10;1;0;3;0;2;street;2024-10-31 08:10:54.785686;2024-10-31 08:10:54.785686
13629;290799486;no;93.10;52.00;32.00;2.80;;;3;;3;yardAndStreet;2024-10-31 08:10:58.242625;2024-10-31 08:10:58.242625
13630;290813977;design;73.40;44.70;9.00;2.78;1;1;3;2;0;yardAndStreet;2024-10-31 08:11:00.980856;2024-10-31 08:11:00.980856
13631;290823709;cosmetic;82.00;48.20;10.00;2.64;0;1;3;1;0;;2024-10-31 08:11:04.012327;2024-10-31 08:11:04.012327
13632;290827886;no;76.00;48.00;6.90;3.13;0;0;3;;2;;2024-10-31 08:11:13.418225;2024-10-31 08:11:13.418225
13633;290865421;no;97.50;52.20;19.20;3.12;;;3;2;;yardAndStreet;2024-10-31 08:11:38.611156;2024-10-31 08:11:38.611156
13634;290887743;;90.40;43.90;14.10;3.15;1;;3;;;;2024-10-31 08:11:39.714338;2024-10-31 08:11:39.714338
13635;290934571;euro;58.70;43.70;6.00;2.60;1;0;3;0;1;yardAndStreet;2024-10-31 08:11:43.742402;2024-10-31 08:11:43.742402
13636;291008054;design;55.00;;;3.00;1;0;3;1;0;yardAndStreet;2024-10-31 08:11:44.290288;2024-10-31 08:11:44.290288
13637;291008664;no;219.40;176.00;21.00;3.00;1;0;3;0;2;yardAndStreet;2024-10-31 08:11:45.355366;2024-10-31 08:11:45.355366
13638;291010586;design;108.00;63.00;10.00;;;;3;;2;;2024-10-31 08:11:50.026254;2024-10-31 08:11:50.026254
13639;291011692;no;179.00;130.00;31.00;3.00;1;0;3;2;0;yardAndStreet;2024-10-31 08:11:51.093701;2024-10-31 08:11:51.093701
13640;291024321;design;130.00;;;3.30;;;3;1;2;yardAndStreet;2024-10-31 08:11:55.848305;2024-10-31 08:11:55.848305
13641;291041500;cosmetic;72.40;43.20;10.00;2.64;;;3;;1;yardAndStreet;2024-10-31 08:11:56.850745;2024-10-31 08:11:56.850745
13642;291048126;;103.50;53.40;18.40;;;2;3;1;1;yardAndStreet;2024-10-31 08:12:01.548169;2024-10-31 08:12:01.548169
13643;291058226;cosmetic;101.30;68.80;9.80;;0;0;3;0;0;;2024-10-31 08:12:02.358522;2024-10-31 08:12:02.358522
13644;291063892;;191.70;102.80;;3.30;;;3;3;;yard;2024-10-31 08:12:07.099048;2024-10-31 08:12:07.099048
13645;291063897;;132.70;81.90;;3.30;;;3;2;;yard;2024-10-31 08:12:08.040929;2024-10-31 08:12:08.040929
13646;291063917;;66.80;45.70;;3.30;;;3;;1;yard;2024-10-31 08:12:10.770532;2024-10-31 08:12:10.770532
13647;291063921;;190.40;102.70;;3.30;;;3;3;;yard;2024-10-31 08:12:12.661586;2024-10-31 08:12:12.661586
13648;291069367;euro;86.00;;16.00;;2;0;3;0;0;;2024-10-31 08:12:18.230057;2024-10-31 08:12:18.230057
13649;291092631;cosmetic;75.70;49.70;10.40;2.70;0;1;3;1;1;yardAndStreet;2024-10-31 08:12:24.032911;2024-10-31 08:12:24.032911
13650;291104443;no;170.00;88.90;27.90;3.10;;2;3;;2;yard;2024-10-31 08:12:39.945676;2024-10-31 08:12:39.945676
13651;291114404;;97.00;;25.90;3.02;;;3;;;street;2024-10-31 08:12:45.870214;2024-10-31 08:12:45.870214
13652;291114499;;84.60;;23.70;3.02;;;3;;;street;2024-10-31 08:12:48.594830;2024-10-31 08:12:48.594830
13653;291116322;design;88.70;53.00;30.00;3.20;2;1;3;0;1;yardAndStreet;2024-10-31 08:12:54.080151;2024-10-31 08:12:54.080151
13654;291117073;design;114.00;;;3.20;0;3;3;1;2;;2024-10-31 08:12:59.662245;2024-10-31 08:12:59.662245
13655;291117612;euro;63.00;39.90;9.00;2.64;;1;3;1;;yardAndStreet;2024-10-31 08:13:05.681973;2024-10-31 08:13:05.681973
13656;291138106;cosmetic;57.50;37.00;7.00;2.70;1;;3;1;;yardAndStreet;2024-10-31 08:13:10.515320;2024-10-31 08:13:10.515320
13657;291141703;no;66.00;48.00;7.00;;;;3;1;;yard;2024-10-31 08:13:11.093299;2024-10-31 08:13:11.093299
13658;291166812;design;71.00;41.00;10.00;2.80;;;3;;1;yard;2024-10-31 08:13:17.947439;2024-10-31 08:13:17.947439
13659;291178539;cosmetic;80.00;;;;;;3;;;;2024-10-31 08:13:19.516623;2024-10-31 08:13:19.516623
13660;291180408;cosmetic;76.50;43.00;;2.75;0;2;3;0;1;yardAndStreet;2024-10-31 08:13:22.933758;2024-10-31 08:13:22.933758
13661;291192400;euro;160.00;128.00;;;;1;3;;2;yardAndStreet;2024-10-31 08:13:23.664859;2024-10-31 08:13:23.664859
13662;291201422;no;110.00;80.00;12.00;;1;0;3;2;;yardAndStreet;2024-10-31 08:13:25.069202;2024-10-31 08:13:25.069202
13663;291214217;euro;79.00;43.00;11.00;;1;1;3;2;;yard;2024-10-31 08:13:28.723371;2024-10-31 08:13:28.723371
13664;291265652;no;85.10;;;3.00;;;3;1;;yardAndStreet;2024-10-31 08:13:29.460692;2024-10-31 08:13:29.460692
13665;291278802;euro;77.00;46.20;10.10;2.70;;1;3;1;;yardAndStreet;2024-10-31 08:13:34.577156;2024-10-31 08:13:34.577156
13666;291312183;cosmetic;60.00;43.20;5.00;2.48;1;;3;1;;yard;2024-10-31 08:13:35.361638;2024-10-31 08:13:35.361638
13667;291332502;;110.00;60.00;16.00;;0;0;3;1;0;yardAndStreet;2024-10-31 08:13:40.494371;2024-10-31 08:13:40.494371
13668;291332843;euro;74.00;38.00;10.00;2.70;2;1;3;1;0;yardAndStreet;2024-10-31 08:13:48.481535;2024-10-31 08:13:48.481535
13669;291343627;cosmetic;55.30;36.70;6.00;2.48;1;;3;;1;yard;2024-10-31 08:13:49.524015;2024-10-31 08:13:49.524015
13670;291357732;cosmetic;94.00;;;2.75;;1;3;1;;yard;2024-10-31 08:13:54.200362;2024-10-31 08:13:54.200362
13671;291360023;;186.00;118.30;;;;;3;;;;2024-10-31 08:13:55.165623;2024-10-31 08:13:55.165623
13672;291360059;;154.30;104.90;;;;;3;;;;2024-10-31 08:14:00.741231;2024-10-31 08:14:00.741231
13673;291360079;;172.20;121.70;;;;;3;;;;2024-10-31 08:14:06.486835;2024-10-31 08:14:06.486835
13674;291360089;;159.70;110.30;;;;;3;;;;2024-10-31 08:14:12.447966;2024-10-31 08:14:12.447966
13675;291360093;;161.60;112.20;;;;;3;;;;2024-10-31 08:14:14.419338;2024-10-31 08:14:14.419338
13676;291372159;euro;51.60;40.00;6.00;2.50;1;;3;;;;2024-10-31 08:14:16.507939;2024-10-31 08:14:16.507939
13677;291376600;euro;59.00;25.00;18.00;3.10;1;0;3;0;1;street;2024-10-31 08:14:18.312757;2024-10-31 08:14:18.312757
13678;291384907;cosmetic;77.00;45.00;13.00;2.74;0;2;3;1;0;yardAndStreet;2024-10-31 08:14:20.024390;2024-10-31 08:14:20.024390
13679;291399507;no;66.30;29.00;15.00;3.40;1;1;3;2;2;yardAndStreet;2024-10-31 08:14:22.017090;2024-10-31 08:14:22.017090
13680;291404045;no;229.00;;;;;;3;;;yard;2024-10-31 08:14:25.152948;2024-10-31 08:14:25.152948
13681;291412606;;175.40;124.90;;;;;3;;;;2024-10-31 08:14:29.791640;2024-10-31 08:14:29.791640
13682;291428973;no;54.00;39.00;10.00;3.10;0;0;3;1;0;yard;2024-10-31 08:14:31.309425;2024-10-31 08:14:31.309425
13683;291433831;cosmetic;77.40;43.50;20.00;2.70;;1;3;1;;yard;2024-10-31 08:14:35.561778;2024-10-31 08:14:35.561778
13684;291450545;;115.45;;;;;;3;;2;yard;2024-10-31 08:14:36.887115;2024-10-31 08:14:36.887115
13685;291451158;;100.91;;;;;;3;;2;yard;2024-10-31 08:14:48.214313;2024-10-31 08:14:48.214313
13686;291458341;euro;57.60;;;2.64;2;0;3;1;0;yardAndStreet;2024-10-31 08:14:51.809230;2024-10-31 08:14:51.809230
13687;291464412;design;82.00;68.00;14.00;3.00;0;0;3;2;0;yard;2024-10-31 08:14:53.927042;2024-10-31 08:14:53.927042
13688;291484598;design;105.00;63.00;16.00;3.60;;;3;;1;yard;2024-10-31 08:14:57.492377;2024-10-31 08:14:57.492377
13689;291523372;;99.00;50.00;21.00;;1;1;3;1;1;street;2024-10-31 08:15:03.116497;2024-10-31 08:15:03.116497
13690;291530831;cosmetic;72.00;44.10;10.40;2.64;1;2;3;1;0;yard;2024-10-31 08:15:08.724347;2024-10-31 08:15:08.724347
13691;291553738;cosmetic;65.00;44.00;9.00;2.64;2;;3;1;;yard;2024-10-31 08:15:14.561181;2024-10-31 08:15:14.561181
13692;291582510;no;77.00;49.40;12.30;;;;3;1;1;;2024-10-31 08:15:30.791376;2024-10-31 08:15:30.791376
13693;291591926;design;110.00;66.00;14.00;3.20;0;0;3;0;2;yardAndStreet;2024-10-31 08:15:36.685360;2024-10-31 08:15:36.685360
13694;291598967;no;83.30;41.60;14.30;3.10;0;1;3;2;1;yardAndStreet;2024-10-31 08:15:41.587781;2024-10-31 08:15:41.587781
13695;291599656;no;179.00;;;;;;3;;3;;2024-10-31 08:15:47.102145;2024-10-31 08:15:47.102145
13696;291612222;no;93.00;65.00;18.00;3.00;;2;3;;2;yard;2024-10-31 08:15:52.508962;2024-10-31 08:15:52.508962
13697;291642614;euro;186.70;;20.00;;;;3;;2;;2024-10-31 08:16:00.493931;2024-10-31 08:16:00.493931
13698;291651610;euro;75.60;48.00;10.10;2.64;;1;3;;;yardAndStreet;2024-10-31 08:16:06.256101;2024-10-31 08:16:06.256101
13699;291682030;euro;106.50;40.00;50.00;3.25;0;1;3;0;1;yard;2024-10-31 08:16:12.210060;2024-10-31 08:16:12.210060
13700;291689831;design;103.90;55.00;21.00;3.10;;1;3;2;;yard;2024-10-31 08:16:18.180619;2024-10-31 08:16:18.180619
13701;291698960;euro;75.20;46.00;11.00;2.64;1;1;3;1;;yardAndStreet;2024-10-31 08:16:23.968699;2024-10-31 08:16:23.968699
13702;291701460;design;107.40;45.00;20.00;2.80;;1;3;;2;street;2024-10-31 08:16:24.742918;2024-10-31 08:16:24.742918
13703;291711151;euro;79.20;54.00;14.10;;0;0;3;1;;yardAndStreet;2024-10-31 08:16:26.182905;2024-10-31 08:16:26.182905
13704;291733340;;69.00;47.00;8.00;;1;;3;1;;yardAndStreet;2024-10-31 08:16:27.828405;2024-10-31 08:16:27.828405
13705;291738139;euro;54.00;38.00;6.00;2.64;;1;3;1;;yard;2024-10-31 08:16:30.604543;2024-10-31 08:16:30.604543
13706;291753625;cosmetic;57.40;42.00;6.00;;;;3;1;;yardAndStreet;2024-10-31 08:16:31.949652;2024-10-31 08:16:31.949652
13707;291767357;design;66.00;30.00;16.00;3.10;;;3;;2;yardAndStreet;2024-10-31 08:16:33.404173;2024-10-31 08:16:33.404173
13708;291773722;cosmetic;64.00;;8.00;2.48;0;0;3;0;0;yard;2024-10-31 08:16:35.026138;2024-10-31 08:16:35.026138
13709;291776643;design;73.40;50.00;12.00;;0;0;3;1;1;yard;2024-10-31 08:16:37.640893;2024-10-31 08:16:37.640893
13710;291777707;design;98.00;70.00;25.00;3.05;;;3;;1;;2024-10-31 08:16:39.322988;2024-10-31 08:16:39.322988
13711;291796882;cosmetic;62.60;39.00;8.00;2.64;0;1;3;1;0;yardAndStreet;2024-10-31 08:16:40.757886;2024-10-31 08:16:40.757886
13712;291809363;no;76.20;50.00;13.00;3.00;;;3;;2;yard;2024-10-31 08:16:42.048601;2024-10-31 08:16:42.048601
13713;291812213;cosmetic;54.40;;8.00;2.75;1;0;3;0;1;street;2024-10-31 08:16:43.254515;2024-10-31 08:16:43.254515
13714;291870236;no;50.80;31.00;6.00;2.64;;1;3;1;;yard;2024-10-31 08:16:45.435857;2024-10-31 08:16:45.435857
13715;291876858;design;82.00;;9.00;2.64;1;0;3;0;1;yardAndStreet;2024-10-31 08:16:46.525826;2024-10-31 08:16:46.525826
13716;291878509;euro;75.90;56.00;10.00;2.74;0;2;3;0;1;yard;2024-10-31 08:16:47.762895;2024-10-31 08:16:47.762895
13717;291884257;cosmetic;68.00;43.90;8.40;3.20;0;0;3;1;0;yard;2024-10-31 08:16:52.252374;2024-10-31 08:16:52.252374
13718;291894130;design;103.00;78.00;10.00;2.70;;1;3;;2;yardAndStreet;2024-10-31 08:16:53.401093;2024-10-31 08:16:53.401093
13719;291904362;euro;75.00;44.00;11.00;2.74;2;0;3;0;0;;2024-10-31 08:16:58.949686;2024-10-31 08:16:58.949686
13720;291908170;no;71.60;44.70;12.00;3.40;1;0;3;1;0;yard;2024-10-31 08:16:59.808499;2024-10-31 08:16:59.808499
13721;291920782;no;70.50;42.00;10.90;3.00;0;0;3;1;0;yard;2024-10-31 08:17:04.428226;2024-10-31 08:17:04.428226
13722;291926777;cosmetic;114.60;64.40;18.60;2.70;;;3;1;;yard;2024-10-31 08:17:10.053741;2024-10-31 08:17:10.053741
13723;291928596;cosmetic;66.40;46.70;7.80;2.48;1;;3;1;;yard;2024-10-31 08:17:20.370214;2024-10-31 08:17:20.370214
13724;291941148;euro;90.00;60.00;20.00;3.00;1;1;3;1;1;;2024-10-31 08:17:25.895416;2024-10-31 08:17:25.895416
13725;291951311;design;112.00;;;3.15;0;0;3;0;2;street;2024-10-31 08:17:31.485693;2024-10-31 08:17:31.485693
13726;291952968;design;90.00;;25.00;;;;3;;1;street;2024-10-31 08:17:37.139903;2024-10-31 08:17:37.139903
13727;291959701;cosmetic;83.40;45.60;20.80;2.88;;1;3;1;;yard;2024-10-31 08:17:42.976027;2024-10-31 08:17:42.976027
13728;291966876;no;49.80;24.00;12.00;3.40;;;3;;1;street;2024-10-31 08:17:44.168191;2024-10-31 08:17:44.168191
13729;291972890;cosmetic;64.00;46.00;8.00;2.48;;1;3;;1;yard;2024-10-31 08:17:58.437212;2024-10-31 08:17:58.437212
13730;291986286;design;58.50;43.40;5.90;2.64;;1;3;;1;yard;2024-10-31 08:18:04.153304;2024-10-31 08:18:04.153304
13731;292002527;cosmetic;60.00;48.00;7.00;2.64;;1;3;1;;yard;2024-10-31 08:18:09.620660;2024-10-31 08:18:09.620660
13732;292038298;euro;58.50;43.60;6.10;2.64;;1;3;1;;yard;2024-10-31 08:18:15.093316;2024-10-31 08:18:15.093316
13733;292045517;design;107.00;;;3.90;0;0;3;0;2;yardAndStreet;2024-10-31 08:18:20.615900;2024-10-31 08:18:20.615900
13734;292068985;euro;88.30;57.60;11.00;3.00;1;;3;1;;yardAndStreet;2024-10-31 08:18:29.590679;2024-10-31 08:18:29.590679
13735;292086900;design;125.00;75.00;20.00;3.00;0;1;3;0;2;yardAndStreet;2024-10-31 08:18:35.127906;2024-10-31 08:18:35.127906
13736;292104183;no;63.50;45.70;7.80;2.48;0;1;3;1;0;yard;2024-10-31 08:18:43.466700;2024-10-31 08:18:43.466700
13737;292109873;cosmetic;72.80;49.00;8.00;3.00;1;0;3;1;0;street;2024-10-31 08:18:49.215900;2024-10-31 08:18:49.215900
13738;292124484;cosmetic;81.20;52.10;10.70;;2;;3;1;;;2024-10-31 08:18:50.104270;2024-10-31 08:18:50.104270
13739;292146471;cosmetic;78.20;50.00;7.70;;;;3;1;;yardAndStreet;2024-10-31 08:18:52.075346;2024-10-31 08:18:52.075346
13740;292153759;;71.00;53.10;12.90;3.00;;;3;;;yard;2024-10-31 08:18:54.921840;2024-10-31 08:18:54.921840
13741;292153778;;98.70;65.50;28.20;3.00;;;3;;;yard;2024-10-31 08:18:56.048664;2024-10-31 08:18:56.048664
13742;292153814;;66.90;49.70;12.20;3.00;;;3;;;yard;2024-10-31 08:18:58.642947;2024-10-31 08:18:58.642947
13743;292153870;;100.70;66.00;29.70;3.00;;;3;;;yard;2024-10-31 08:19:00.929698;2024-10-31 08:19:00.929698
13744;292153917;;55.10;41.00;9.10;3.00;;;3;;;yard;2024-10-31 08:19:02.239506;2024-10-31 08:19:02.239506
13745;292153932;;96.50;71.70;19.80;3.00;;;3;;;yard;2024-10-31 08:19:04.396305;2024-10-31 08:19:04.396305
13746;292153937;;61.60;51.50;5.10;3.00;;;3;;;yard;2024-10-31 08:19:05.880801;2024-10-31 08:19:05.880801
13747;292153942;;83.90;65.50;13.40;3.00;;;3;;;yard;2024-10-31 08:19:06.468235;2024-10-31 08:19:06.468235
13748;292154083;;82.50;58.80;18.70;3.00;;;3;;;yard;2024-10-31 08:19:08.227014;2024-10-31 08:19:08.227014
13749;292154094;;65.70;43.20;16.20;3.00;;;3;;;yard;2024-10-31 08:19:11.639418;2024-10-31 08:19:11.639418
13750;292156332;design;110.00;60.00;12.00;3.50;;1;3;;3;yardAndStreet;2024-10-31 08:19:12.660635;2024-10-31 08:19:12.660635
13751;292156652;design;65.50;55.00;10.00;;;;3;;;;2024-10-31 08:19:15.773749;2024-10-31 08:19:15.773749
13752;292160880;euro;95.40;67.00;11.00;3.00;;;3;2;;yard;2024-10-31 08:19:17.289451;2024-10-31 08:19:17.289451
13753;292172715;design;95.70;37.90;;3.10;0;1;3;1;1;yard;2024-10-31 08:19:18.496038;2024-10-31 08:19:18.496038
13754;292186143;euro;72.30;50.00;9.10;2.60;0;0;3;1;0;yardAndStreet;2024-10-31 08:19:21.677414;2024-10-31 08:19:21.677414
13755;292203298;no;65.00;43.00;11.00;;2;0;3;0;1;yard;2024-10-31 08:19:22.853824;2024-10-31 08:19:22.853824
13756;292219420;cosmetic;81.00;48.30;10.00;2.70;2;;3;1;;yard;2024-10-31 08:19:24.373302;2024-10-31 08:19:24.373302
13757;292230652;;129.00;49.60;14.80;3.08;2;;3;;3;;2024-10-31 08:19:28.453615;2024-10-31 08:19:28.453615
13758;292230682;;147.60;46.80;14.60;3.23;1;;3;;3;;2024-10-31 08:19:29.047202;2024-10-31 08:19:29.047202
13759;292231408;no;50.20;34.30;6.10;;;;3;1;;yard;2024-10-31 08:19:29.975971;2024-10-31 08:19:29.975971
13760;292238773;no;52.50;34.30;6.00;2.50;0;0;3;1;0;street;2024-10-31 08:19:34.275813;2024-10-31 08:19:34.275813
13761;292266687;design;133.90;;30.00;;;;3;1;1;;2024-10-31 08:19:35.509295;2024-10-31 08:19:35.509295
13762;292293591;euro;74.80;46.10;10.20;2.64;1;1;3;1;0;street;2024-10-31 08:19:41.615920;2024-10-31 08:19:41.615920
13763;292317021;design;90.00;;15.00;3.30;1;;3;;1;street;2024-10-31 08:19:47.114627;2024-10-31 08:19:47.114627
13764;292373559;cosmetic;54.00;27.00;5.00;2.64;0;0;3;0;1;street;2024-10-31 08:19:49.886540;2024-10-31 08:19:49.886540
13765;292398419;cosmetic;72.00;53.10;6.60;3.00;0;0;3;0;0;;2024-10-31 08:19:52.984477;2024-10-31 08:19:52.984477
13766;292402118;design;94.70;;;3.10;;;3;;2;street;2024-10-31 08:19:58.541853;2024-10-31 08:19:58.541853
13767;292408431;cosmetic;54.20;37.00;7.00;;1;0;3;1;0;yardAndStreet;2024-10-31 08:20:04.107816;2024-10-31 08:20:04.107816
13768;292409751;cosmetic;63.20;43.30;9.30;;1;1;3;1;0;yardAndStreet;2024-10-31 08:20:09.679072;2024-10-31 08:20:09.679072
13769;292416322;cosmetic;75.00;44.00;10.00;2.70;1;1;3;0;1;yardAndStreet;2024-10-31 08:20:40.792124;2024-10-31 08:20:40.792124
13770;292425759;no;109.80;;;3.30;;;3;;2;;2024-10-31 08:20:46.745220;2024-10-31 08:20:46.745220
13771;292433076;cosmetic;74.00;50.00;9.00;2.64;;1;3;1;;yard;2024-10-31 08:20:51.573574;2024-10-31 08:20:51.573574
13772;292444616;euro;64.00;46.00;9.20;2.70;1;0;3;1;0;yard;2024-10-31 08:20:53.578334;2024-10-31 08:20:53.578334
13773;292446172;euro;110.00;55.00;21.50;;0;2;3;0;0;;2024-10-31 08:20:57.993196;2024-10-31 08:20:57.993196
13774;292450313;cosmetic;171.40;78.00;30.00;;;;3;2;;;2024-10-31 08:20:59.148780;2024-10-31 08:20:59.148780
13775;292480470;design;120.00;71.00;22.00;3.00;0;2;3;0;1;yardAndStreet;2024-10-31 08:21:04.554918;2024-10-31 08:21:04.554918
13776;292482453;cosmetic;53.00;34.00;8.00;2.85;0;0;3;2;0;street;2024-10-31 08:21:10.304425;2024-10-31 08:21:10.304425
13777;292494068;cosmetic;63.00;45.00;7.00;2.64;1;1;3;1;0;;2024-10-31 08:21:14.483001;2024-10-31 08:21:14.483001
13778;292508736;design;90.20;60.00;19.00;2.90;0;1;3;0;1;yardAndStreet;2024-10-31 08:21:20.642942;2024-10-31 08:21:20.642942
13779;292534291;euro;80.00;52.70;9.00;2.75;2;0;3;0;1;yard;2024-10-31 08:21:26.511707;2024-10-31 08:21:26.511707
13780;292542291;no;67.90;42.80;8.00;3.00;1;;3;1;;yard;2024-10-31 08:21:32.256085;2024-10-31 08:21:32.256085
13781;292547583;no;150.00;;;3.30;0;0;3;2;0;;2024-10-31 08:21:35.632113;2024-10-31 08:21:35.632113
13782;292554713;cosmetic;89.50;51.00;11.20;3.50;0;0;3;1;0;yard;2024-10-31 08:21:38.087912;2024-10-31 08:21:38.087912
13783;292570705;cosmetic;75.00;49.20;10.00;;0;2;3;1;0;street;2024-10-31 08:21:41.353562;2024-10-31 08:21:41.353562
13784;292572367;cosmetic;74.10;;10.00;2.64;0;0;3;0;0;;2024-10-31 08:21:43.843112;2024-10-31 08:21:43.843112
13785;292584199;no;142.00;;13.00;3.00;;1;3;2;;yard;2024-10-31 08:21:47.046113;2024-10-31 08:21:47.046113
13786;292587964;design;68.84;;;3.00;;;3;;1;yard;2024-10-31 08:21:47.895641;2024-10-31 08:21:47.895641
13787;292589024;no;95.20;57.20;8.30;3.10;0;0;3;1;0;yardAndStreet;2024-10-31 08:21:49.569265;2024-10-31 08:21:49.569265
13788;292607008;euro;74.40;43.00;12.90;2.74;0;2;3;1;0;yard;2024-10-31 08:21:52.883950;2024-10-31 08:21:52.883950
13789;292609704;no;91.30;;16.40;2.80;1;0;3;2;0;yard;2024-10-31 08:21:53.594584;2024-10-31 08:21:53.594584
13790;292610184;euro;57.30;39.80;5.50;2.50;1;0;3;0;1;yard;2024-10-31 08:21:55.487307;2024-10-31 08:21:55.487307
13791;292611354;design;74.00;;10.00;2.64;1;1;3;1;1;yardAndStreet;2024-10-31 08:21:56.030973;2024-10-31 08:21:56.030973
13792;292636392;cosmetic;49.20;34.20;6.00;2.64;1;0;3;0;1;yard;2024-10-31 08:21:56.958841;2024-10-31 08:21:56.958841
13793;292638040;;61.40;40.50;8.30;;;1;3;1;;yard;2024-10-31 08:21:59.349732;2024-10-31 08:21:59.349732
13794;292638613;design;96.00;53.00;17.50;3.10;1;;3;1;1;yardAndStreet;2024-10-31 08:22:01.890377;2024-10-31 08:22:01.890377
13795;292653563;no;110.40;;;;;;3;;3;;2024-10-31 08:22:02.521815;2024-10-31 08:22:02.521815
13796;292655763;design;115.00;60.00;15.50;3.00;;1;3;2;;yardAndStreet;2024-10-31 08:22:07.541336;2024-10-31 08:22:07.541336
