id;cian_id;build_year;entrances;material_type;parking_type;garbage_chute;lifts_count;passenger_lifts;cargo_lifts;created_at;updated_at
1;3184068;2001;1;monolith;underground;True;2;1;1;;2024-11-01 14:41:24.704639
2;3270867;2003;4;block;underground;True;4;2;2;;2024-11-01 14:41:26.235642
3;140926344;1920;1;none;;;;;;;2024-11-01 14:41:27.053693
4;149566184;2016;;monolith;underground;;4;3;1;;2024-11-01 14:41:27.676801
5;150959906;2008;2;brick;underground;True;2;1;1;;2024-11-01 14:41:28.669001
6;151243629;2008;1;brick;underground;;;;;;2024-11-01 14:41:29.848891
7;151426554;1961;8;brick;ground;True;1;1;;;2024-11-01 14:41:35.486646
8;152725255;2008;3;monolith;underground;True;3;1;2;;2024-11-01 14:41:36.959204
9;152953585;2009;12;monolithBrick;underground;False;;;;;2024-11-01 14:41:37.664058
10;152953661;2009;12;monolithBrick;underground;False;;;;;2024-11-01 14:41:38.394836
11;152953734;2009;12;monolithBrick;underground;False;;;;;2024-11-01 14:41:39.178453
12;153450136;2009;7;brick;underground;False;;;;;2024-11-01 14:41:40.570314
13;159979025;1990;4;panel;ground;True;2;1;1;;2024-11-01 14:41:46.297444
14;163021767;2010;7;block;underground;True;1;1;;;2024-11-01 14:41:47.673320
15;164011436;;;;underground;True;2;1;1;;2024-11-01 14:41:48.427586
16;164353514;2012;6;panel;ground;True;2;1;1;;2024-11-01 14:41:49.202031
17;164416029;1940;5;none;ground;;1;1;0;;2024-11-01 14:41:49.823796
18;165105530;2010;3;brick;;False;;0;0;;2024-11-01 14:41:51.164580
19;165355018;1991;5;panel;ground;True;2;1;1;;2024-11-01 14:41:57.020939
20;165699931;1967;1;block;ground;True;2;2;;;2024-11-01 14:41:58.365427
21;166434310;1996;3;panel;ground;True;1;1;0;;2024-11-01 14:41:58.986396
22;167168480;1998;1;none;ground;;;;;;2024-11-01 14:41:59.905295
23;168222461;2002;3;monolith;underground;True;3;2;1;;2024-11-01 14:42:00.794558
24;168743960;1998;1;monolith;underground;True;2;1;1;;2024-11-01 14:42:01.987369
25;169092708;2012;3;brick;ground;True;2;1;1;;2024-11-01 14:42:08.091406
26;169568802;2006;1;monolith;underground;True;8;4;4;;2024-11-01 14:42:09.015246
27;170637417;1913;7;none;;;1;1;;;2024-11-01 14:42:09.656632
28;171750307;2013;4;panel;;True;1;1;;;2024-11-01 14:42:10.528025
29;177562997;1905;5;brick;;True;;;;;2024-11-01 14:42:11.192235
30;177577242;1976;1;none;ground;True;2;1;1;;2024-11-01 14:42:12.947675
31;179176213;2000;1;none;underground;False;1;1;0;;2024-11-01 14:42:18.924167
32;181514552;2015;;monolith;underground;True;4;2;2;;2024-11-01 14:42:19.615300
33;181669146;2011;7;monolith;multilevel;True;3;2;1;;2024-11-01 14:42:20.378689
34;182376736;1967;1;block;;True;2;1;1;;2024-11-01 14:42:21.459112
35;182550005;2015;1;panel;ground;True;3;2;1;;2024-11-01 14:42:22.348560
36;183938343;2007;4;none;underground;True;3;1;2;;2024-11-01 14:42:23.651215
37;187368517;2008;1;monolith;underground;True;4;2;2;;2024-11-01 14:42:30.014680
38;190263864;2002;6;none;underground;;2;1;1;;2024-11-01 14:42:30.693113
39;191199132;1969;1;block;;True;2;2;0;;2024-11-01 14:42:31.814240
40;191273595;1995;3;panel;ground;True;3;2;1;;2024-11-01 14:42:32.469741
41;192707468;1957;3;brick;ground;;;0;0;;2024-11-01 14:42:33.029238
42;192784540;1940;5;monolith;;;1;1;;;2024-11-01 14:42:34.278459
43;194036691;1960;3;block;;;;0;0;;2024-11-01 14:42:40.862856
44;194429125;2010;4;monolith;underground;True;1;1;;;2024-11-01 14:42:41.646516
45;195907938;1961;3;brick;ground;False;;;;;2024-11-01 14:42:42.711249
46;196482679;1987;8;brick;;True;3;2;1;;2024-11-01 14:42:43.322319
47;196903723;1970;1;block;;True;2;2;;;2024-11-01 14:42:44.081041
48;197214440;2010;2;brick;underground;;2;1;1;;2024-11-01 14:42:45.020135
49;197699645;2014;8;brick;multilevel;True;2;1;1;;2024-11-01 14:42:51.537161
50;198144198;2005;3;monolith;;True;1;1;;;2024-11-01 14:42:52.558461
51;198782509;1910;;;ground;False;1;1;0;;2024-11-01 14:42:53.439590
52;199432455;1973;8;none;ground;True;1;1;;;2024-11-01 14:42:54.117175
53;200212370;2016;2;monolith;;;3;2;1;;2024-11-01 14:42:54.797849
54;200828608;2012;1;monolith;underground;False;2;1;1;;2024-11-01 14:42:55.546628
55;201225506;1979;1;panel;;True;2;2;0;;2024-11-01 14:43:02.260700
56;201379486;;;;ground;True;1;1;;;2024-11-01 14:43:03.297121
57;202436594;2013;9;monolithBrick;open;False;2;1;1;;2024-11-01 14:43:04.052645
58;203074317;1959;2;monolith;;True;;0;0;;2024-11-01 14:43:04.642868
59;203819272;2013;9;monolithBrick;underground;True;1;1;;;2024-11-01 14:43:05.871588
60;204124494;2001;3;panel;;True;2;1;1;;2024-11-01 14:43:06.539196
61;204969322;1999;3;panel;ground;True;2;1;1;;2024-11-01 14:43:12.812283
62;205475369;2006;6;panel;ground;True;3;1;2;;2024-11-01 14:43:13.991199
63;206466216;1979;;;;True;4;4;;;2024-11-01 14:43:14.957492
64;207555074;1953;6;brick;ground;True;1;1;;;2024-11-01 14:43:15.980368
65;207687609;1972;5;brick;ground;True;1;1;;;2024-11-01 14:43:16.675131
66;207924488;2001;1;brick;underground;True;1;1;;;2024-11-01 14:43:17.453908
67;208500430;;;;underground;;1;;1;;2024-11-01 14:43:26.296927
68;209040594;2008;1;none;underground;;1;1;;;2024-11-01 14:43:26.954029
69;209040915;2008;1;none;underground;True;1;1;;;2024-11-01 14:43:28.143884
70;209082460;2008;1;none;underground;True;1;1;;;2024-11-01 14:43:28.788010
71;209735944;1996;4;block;;True;1;1;;;2024-11-01 14:43:29.426008
72;210047241;2019;7;monolith;underground;;4;2;2;;2024-11-01 14:43:30.253848
73;210880477;2003;4;panel;;True;1;1;0;;2024-11-01 14:43:37.244018
74;210884814;2007;3;monolith;;True;2;1;1;;2024-11-01 14:43:38.461914
75;211463786;2010;;monolith;underground;False;6;4;2;;2024-11-01 14:43:39.344499
76;211521310;2008;5;none;underground;True;2;1;1;;2024-11-01 14:43:40.002043
77;211524760;2017;1;monolith;;;;0;0;2024-10-28 22:52:59.663905;2024-10-28 22:52:59.663905
78;211851806;2014;10;brick;;;1;1;;;2024-11-01 14:44:41.303279
79;211905568;1939;6;brick;ground;;1;1;;;2024-11-01 14:44:42.069362
80;212568784;2009;2;monolith;ground;True;1;1;0;;2024-11-01 14:44:48.459968
81;215547130;1998;4;block;underground;;1;1;;;2024-11-01 14:44:49.390848
82;216269282;1965;1;brick;;;;0;0;;2024-11-01 14:44:50.404960
83;217701600;2006;2;brick;underground;;2;1;1;;2024-11-01 14:44:51.158789
84;217724612;2013;3;panel;;;;;;;2024-11-01 14:44:52.811423
85;217791998;2008;1;none;underground;True;2;1;1;;2024-11-01 14:44:59.042009
86;217811294;2005;2;monolith;ground;True;3;2;1;;2024-11-01 14:45:00.125382
87;217908994;2015;6;monolith;underground;;3;2;1;;2024-11-01 14:45:02.464600
88;218418212;1959;7;brick;;;;;;;2024-11-01 14:45:03.053247
89;218427491;2002;3;monolith;;;;;;;2024-11-01 14:45:03.988944
90;219584211;2006;1;monolith;underground;;2;1;1;;2024-11-01 14:45:09.783113
91;219586445;2014;2;monolith;;;;0;0;;2024-11-01 14:45:10.815552
92;220126243;1900;1;brick;ground;False;;0;0;;2024-11-01 14:45:13.163490
93;220523527;1936;8;none;ground;True;1;1;0;;2024-11-01 14:45:13.888391
94;220802088;2014;1;monolith;;False;;;;;2024-11-01 14:45:14.751857
95;220843185;2016;4;monolith;underground;False;2;1;1;;2024-11-01 14:45:20.300310
96;220858081;2023;1;monolith;ground;;1;;1;;2024-11-01 14:45:21.508521
97;220912363;2016;;monolith;;;1;1;;;2024-11-01 14:45:23.903729
98;221846784;1966;1;block;ground;True;2;2;0;;2024-11-01 14:45:24.898903
99;222475023;1956;16;brick;;True;1;1;;;2024-11-01 14:45:25.763009
100;222491593;1969;8;panel;;True;1;1;0;;2024-11-01 14:45:26.473278
101;222900218;1973;3;brick;;True;1;1;;;2024-11-01 14:45:31.037911
102;223287010;1964;6;block;;False;;0;0;;2024-11-01 14:45:32.243571
103;224071057;2019;1;monolith;ground;True;3;1;2;;2024-11-01 14:45:34.578068
104;224851545;1971;16;panel;;True;1;1;0;;2024-11-01 14:45:35.483722
105;225113692;2007;2;monolith;;True;1;1;0;;2024-11-01 14:45:36.448170
106;225701461;1969;1;block;;True;1;1;0;;2024-11-01 14:45:37.198141
107;226220370;1982;2;panel;;True;3;1;2;;2024-11-01 14:45:41.795801
108;226342793;1941;2;stalin;ground;True;1;1;;;2024-11-01 14:45:42.903072
109;226541138;1959;4;brick;ground;True;;0;0;;2024-11-01 14:45:45.338591
110;226902982;2015;1;panel;;True;3;1;2;;2024-11-01 14:45:46.088237
111;226974795;2019;;none;;False;5;3;2;;2024-11-01 14:45:47.055890
112;227002725;1977;1;panel;;True;2;1;1;;2024-11-01 14:45:47.776028
113;227446730;2014;1;monolith;ground;True;4;4;;;2024-11-01 14:45:52.498853
114;227477881;2005;1;monolith;underground;True;4;2;2;;2024-11-01 14:45:53.565128
115;227630883;2013;9;monolithBrick;underground;;2;2;;;2024-11-01 14:45:55.931942
116;228103586;2004;2;monolith;underground;True;1;1;;;2024-11-01 14:45:56.825218
117;228786744;;;;underground;;3;2;1;;2024-11-01 14:45:57.815652
118;228824975;1899;2;brick;;False;2;1;1;;2024-11-01 14:45:58.563457
119;228909140;2014;10;brick;underground;;;;;;2024-11-01 14:46:03.188343
120;228935891;2018;6;monolith;underground;;1;1;;;2024-11-01 14:46:04.350365
121;229252131;2008;12;monolithBrick;underground;;;;;;2024-11-01 14:46:06.694718
122;230133401;2014;;monolith;underground;False;1;1;;;2024-11-01 14:46:07.470919
123;230720388;1981;8;panel;;True;1;1;0;;2024-11-01 14:46:08.554814
124;231146699;2006;1;monolith;underground;False;2;1;1;;2024-11-01 14:46:09.294973
125;231282993;2021;2;none;ground;;2;1;1;;2024-11-01 14:46:13.911627
126;231550821;1917;5;brick;ground;;1;1;;;2024-11-01 14:46:15.172492
127;232658940;2004;2;monolith;underground;False;1;1;;;2024-11-01 14:46:17.448555
128;232991030;1928;3;block;ground;False;1;1;0;;2024-11-01 14:46:18.122386
129;234154895;2007;2;none;underground;True;3;3;;;2024-11-01 14:46:19.255270
130;234280127;;;;ground;False;1;1;;;2024-11-01 14:46:19.920198
131;234296757;2009;4;monolith;ground;True;3;1;2;;2024-11-01 14:46:24.822801
132;234617100;1910;6;brick;;False;;;;;2024-11-01 14:46:26.307154
133;234920513;2005;4;monolith;underground;False;2;1;1;;2024-11-01 14:46:28.229288
134;235048570;2004;4;block;;;1;1;0;;2024-11-01 14:46:29.125725
135;235191953;2006;1;none;underground;;2;1;1;;2024-11-01 14:46:29.928586
136;235565015;2019;3;none;underground;;1;1;;;2024-11-01 14:46:30.654491
137;235843327;2006;1;brick;underground;;;;;;2024-11-01 14:46:35.570821
138;235843334;2005;6;none;underground;;;;;;2024-11-01 14:46:36.831051
139;235877802;2017;2;monolith;;;2;2;;;2024-11-01 14:46:38.815885
140;236086724;2005;1;monolith;;;3;2;1;;2024-11-01 14:46:39.894401
141;236463021;2008;2;none;;;2;1;1;;2024-11-01 14:46:40.660556
142;236797984;1967;8;panel;;False;;;;2024-10-28 23:23:28.669834;2024-10-28 23:23:28.669834
143;236960194;2010;2;none;underground;True;1;1;;;2024-11-01 14:47:48.190391
144;237406753;2018;0;monolith;;True;;;;;2024-11-01 14:47:50.096779
145;237949570;1977;4;panel;ground;True;1;1;;;2024-11-01 14:47:50.912529
146;238255986;1997;1;none;underground;;2;2;;;2024-11-01 14:47:51.792055
147;238622072;2013;;monolith;;False;;;;;2024-11-01 14:47:52.465928
148;238657724;2008;6;panel;ground;True;2;1;1;;2024-11-01 14:48:00.989427
149;238813311;;;;;;;;;;2024-11-01 14:48:01.922751
150;239000665;2002;1;monolith;underground;True;;;;;2024-11-01 14:48:02.844655
151;239000692;1931;1;monolith;underground;True;;;;;2024-11-01 14:48:03.527734
152;239001047;1998;2;monolith;underground;True;2;1;1;;2024-11-01 14:48:11.745516
153;239124088;1947;3;brick;;True;;;;;2024-11-01 14:48:12.476089
154;239124089;2011;;monolith;underground;True;6;6;;;2024-11-01 14:48:14.538673
155;239293843;2007;3;monolith;;False;4;2;2;;2024-11-01 14:48:15.325565
156;239383173;2007;9;monolith;underground;;5;3;2;;2024-11-01 14:48:22.379097
157;239678768;1964;1;none;ground;True;1;1;;;2024-11-01 14:48:23.393915
158;239955139;2003;4;block;underground;True;3;2;1;;2024-11-01 14:48:25.132843
159;240050578;1964;4;brick;;True;1;1;0;;2024-11-01 14:48:26.337873
160;240300521;1999;1;brick;underground;True;2;2;;;2024-11-01 14:48:27.759206
161;240329967;1973;1;block;ground;True;2;2;0;;2024-11-01 14:48:32.852983
162;240466127;2010;;monolith;;False;;0;0;;2024-11-01 14:48:33.688381
163;240687500;2017;;monolith;;False;;0;0;;2024-11-01 14:48:34.315705
164;240906517;2011;4;monolith;underground;True;3;2;1;;2024-11-01 14:48:35.737835
165;240923526;2004;4;block;underground;True;1;1;;;2024-11-01 14:48:37.050022
166;240926398;2004;9;monolith;underground;True;1;1;;;2024-11-01 14:48:39.908232
167;240972962;1905;2;brick;ground;;1;1;;;2024-11-01 14:48:43.393856
168;241016893;1990;2;panel;ground;True;2;1;1;;2024-11-01 14:48:44.423348
169;241154833;1981;1;panel;ground;True;2;1;1;;2024-11-01 14:48:45.210472
170;241172804;2017;11;monolith;ground;True;2;1;1;;2024-11-01 14:48:46.421301
171;241370449;;;;;;4;2;2;;2024-11-01 14:48:47.759471
172;241381089;2013;9;monolithBrick;;;3;3;;;2024-11-01 14:48:50.714240
173;241387763;2008;;;ground;;1;1;;;2024-11-01 14:48:54.124316
174;242010428;2008;1;none;;;3;3;;;2024-11-01 14:48:55.618961
175;242010851;1867;4;brick;open;True;1;1;;;2024-11-01 14:48:56.668706
176;242093065;2017;11;monolith;;True;2;1;1;;2024-11-01 14:48:57.293513
177;242341540;2002;1;brick;underground;False;1;1;0;;2024-11-01 14:48:58.498425
178;242690916;2015;;monolith;;;1;1;;;2024-11-01 14:49:01.254081
179;242691237;2015;;monolith;;;1;1;;;2024-11-01 14:49:04.777110
180;243257002;1919;2;none;ground;;1;1;;;2024-11-01 14:49:06.557529
181;243441566;2020;;monolith;;False;;0;0;;2024-11-01 14:49:07.394935
182;243586808;2020;;monolith;;False;;;;;2024-11-01 14:49:08.114415
183;243689888;2013;21;none;;True;2;2;0;;2024-11-01 14:49:09.353241
184;243789887;2002;3;panel;ground;True;2;1;1;;2024-11-01 14:49:11.946017
185;243972675;1954;5;brick;ground;True;2;2;;;2024-11-01 14:49:15.814468
186;244775968;2014;;monolith;underground;;1;1;;;2024-11-01 14:49:17.347564
187;245009579;1999;3;none;underground;True;2;1;1;;2024-11-01 14:49:18.037663
188;245213482;2005;13;monolithBrick;underground;True;2;1;1;;2024-11-01 14:49:18.768252
189;245277094;2013;12;brick;;True;3;3;;;2024-11-01 14:49:20.146058
190;245421315;2001;1;brick;;True;4;4;;;2024-11-01 14:49:22.488651
191;245684225;1979;6;panel;;True;1;1;;;2024-11-01 14:49:26.588967
192;246511922;1989;3;panel;;True;4;3;1;;2024-11-01 14:49:27.932679
193;246730952;2006;;;underground;True;;;;;2024-11-01 14:49:28.889152
194;246864056;;;;underground;;;;;;2024-11-01 14:49:29.724604
195;246918256;1965;3;none;;True;2;2;;;2024-11-01 14:49:30.826285
196;246930837;2014;1;monolith;underground;;4;3;1;;2024-11-01 14:49:33.097106
197;247174958;2011;4;monolith;;True;3;3;;;2024-11-01 14:49:37.187597
198;247217289;2019;6;monolith;underground;;2;1;1;;2024-11-01 14:49:38.577909
199;247310340;1911;1;panel;;;2;2;;;2024-11-01 14:49:39.586628
200;247444170;1999;3;monolith;;True;3;3;;;2024-11-01 14:49:40.351456
201;247517367;2008;1;none;underground;;3;3;;;2024-11-01 14:49:41.685921
202;248190016;2013;7;none;;True;3;3;;;2024-11-01 14:49:43.796165
203;248286098;1965;5;panel;;;;;;;2024-11-01 14:49:47.861633
204;248311340;1997;2;panel;;True;4;3;1;;2024-11-01 14:49:49.079663
205;248402604;2018;4;monolith;ground;True;2;1;1;;2024-11-01 14:49:50.169104
206;248497292;2008;1;block;underground;True;4;0;4;;2024-11-01 14:49:51.169811
207;248513131;1959;3;brick;;;;;;;2024-11-01 14:49:52.231080
208;248527153;2007;2;panel;;True;2;1;1;;2024-11-01 14:49:54.853993
209;248895017;2004;2;none;underground;;1;0;1;;2024-11-01 14:49:58.871239
210;248949942;2018;;monolith;;;;;;;2024-11-01 14:50:00.374185
211;248994960;2013;9;monolithBrick;;;2;1;1;;2024-11-01 14:50:01.493042
212;249449707;1954;3;brick;ground;;;0;0;;2024-11-01 14:50:02.490675
213;249474349;2012;2;monolith;underground;True;4;2;2;;2024-11-01 14:50:03.375255
214;249631443;2011;5;none;underground;True;2;2;;;2024-11-01 14:50:05.527097
215;249648451;1899;2;brick;ground;;;;;;2024-11-01 14:50:09.525647
216;249865208;2020;;monolith;;;2;1;1;;2024-11-01 14:50:11.121545
217;250039498;2017;;monolith;underground;;8;4;4;;2024-11-01 14:50:12.211195
218;250043486;2012;1;monolith;underground;True;4;2;2;;2024-11-01 14:50:13.473017
219;250267021;1968;8;panel;ground;True;1;1;0;;2024-11-01 14:50:13.976059
220;250434944;2009;7;brick;underground;False;6;4;2;;2024-11-01 14:50:16.172336
221;250451599;2017;;monolith;;False;1;1;0;;2024-11-01 14:50:20.148810
222;250451781;2017;;monolith;;False;1;1;0;;2024-11-01 14:50:21.845010
223;250492774;;;;underground;;3;2;1;;2024-11-01 14:50:22.865730
224;250570766;2010;4;monolith;underground;;3;3;;;2024-11-01 14:50:24.120731
225;250774239;1958;4;brick;;;;;;;2024-11-01 14:50:24.882995
226;251208497;1940;11;brick;;True;1;1;;;2024-11-01 14:50:26.696163
227;251512445;2017;;monolith;;;3;2;1;;2024-11-01 14:50:30.796211
228;252018984;2017;;monolith;;;1;1;;;2024-11-01 14:50:31.405320
229;252136801;2001;1;monolith;;False;;;;;2024-11-01 14:50:32.114641
230;252267351;2014;4;none;underground;True;3;1;2;;2024-11-01 14:50:33.672433
231;252580333;1982;1;panel;ground;True;2;1;1;;2024-11-01 14:50:35.652650
232;252593060;2014;6;none;underground;True;4;4;;;2024-11-01 14:50:37.481659
233;252659550;1906;1;brick;;;;;;;2024-11-01 14:50:41.810349
234;253429925;;;;underground;False;3;2;1;;2024-11-01 14:50:42.944129
235;253469570;2017;;;;;2;1;1;;2024-11-01 14:50:43.552920
236;253573337;;;;underground;;4;2;2;;2024-11-01 14:50:44.312117
237;253645417;2009;12;monolithBrick;underground;;1;1;;;2024-11-01 14:50:46.220536
238;253852779;2012;;monolith;open;False;1;1;0;;2024-11-01 14:50:48.314547
239;253870055;1950;;;ground;False;1;1;0;;2024-11-01 14:50:53.121168
240;254006562;2018;;;;;;;;;2024-11-01 14:50:53.971115
241;254098289;2018;;;;;;;;;2024-11-01 14:50:54.565500
242;254140285;2001;3;none;underground;True;3;3;;;2024-11-01 14:50:55.662834
243;254241521;1997;3;panel;;True;2;1;1;;2024-11-01 14:50:56.798714
244;254271105;2020;;monolith;;False;;;;;2024-11-01 14:50:59.101721
245;254299769;1998;3;panel;ground;True;3;2;1;;2024-11-01 14:50:59.701663
246;254355443;1987;5;panel;;True;2;2;;;2024-11-01 14:51:03.942111
247;254460217;1986;8;brick;ground;True;2;1;1;;2024-11-01 14:51:04.811459
248;254467027;1996;8;panel;ground;True;2;1;1;;2024-11-01 14:51:05.764765
249;254677705;2010;2;monolith;ground;True;2;1;1;;2024-11-01 14:51:06.723384
250;255204691;;;;underground;;;;;;2024-11-01 14:51:09.640197
251;255385487;2020;10;brick;ground;True;4;2;2;;2024-11-01 14:51:10.339102
252;255402317;2020;10;brick;;False;;;;;2024-11-01 14:51:16.738861
253;255574268;1929;5;brick;ground;True;2;2;0;;2024-11-01 14:51:18.570941
254;255744934;1973;5;none;;True;1;1;;;2024-11-01 14:51:19.168905
255;255778272;2019;1;block;ground;;2;1;1;;2024-11-01 14:51:19.885536
256;255985339;;;;underground;;8;4;4;;2024-11-01 14:51:20.644548
257;255996080;1957;4;brick;ground;True;1;1;;;2024-11-01 14:51:21.404417
258;256258447;2008;5;monolith;;True;2;2;0;;2024-11-01 14:51:28.551538
259;256269217;2016;;monolith;;False;1;1;0;;2024-11-01 14:51:29.135989
260;256374886;2011;;monolith;;False;1;1;0;;2024-11-01 14:51:29.796475
261;256376499;2020;;monolith;;False;;0;0;;2024-11-01 14:51:30.574542
262;256472311;2020;;monolith;;False;;;;;2024-11-01 14:51:31.229319
263;256530188;2016;7;none;underground;False;2;1;1;;2024-11-01 14:51:32.706519
264;256532146;1986;2;panel;;True;2;1;1;;2024-11-01 14:51:39.039512
265;256601450;1978;1;panel;;True;2;2;0;;2024-11-01 14:51:39.748156
266;256680882;1940;10;brick;;True;1;1;;;2024-11-01 14:51:41.266474
267;256759435;2005;5;monolith;underground;;2;1;1;;2024-11-01 14:51:42.098944
268;256941871;;;;underground;;4;3;1;;2024-11-01 14:51:43.349738
269;257166826;2017;1;monolith;underground;True;4;2;2;;2024-11-01 14:51:49.885941
270;257169109;2020;10;brick;underground;;2;1;1;;2024-11-01 14:51:50.724451
271;257321693;2008;10;monolithBrick;;True;2;1;1;;2024-11-01 14:51:52.655891
272;257355660;;;;underground;False;2;1;1;;2024-11-01 14:51:53.951515
273;257385664;2000;1;monolithBrick;ground;True;;;;;2024-11-01 14:52:00.434918
274;257418548;1997;2;panel;;True;2;2;0;;2024-11-01 14:52:03.191327
275;257419628;1997;2;panel;;True;2;2;0;;2024-11-01 14:52:04.495254
276;257700702;1900;1;panel;;False;;;;;2024-11-01 14:52:10.903319
277;257724611;2016;;monolith;underground;False;6;4;2;;2024-11-01 14:52:14.195008
278;257898164;;;;underground;;4;2;2;;2024-11-01 14:52:15.201374
279;258040037;2014;3;panel;;True;2;1;1;;2024-11-01 14:52:21.499348
280;258076720;2001;3;monolith;underground;True;4;3;1;;2024-11-01 14:52:24.708426
281;258261713;2004;5;brick;multilevel;True;3;2;1;;2024-11-01 14:52:25.764724
282;258391303;1997;3;none;;False;2;1;1;;2024-11-01 14:52:32.265830
283;258559473;1979;8;panel;ground;True;2;2;0;;2024-11-01 14:52:35.615195
284;258566662;1972;1;block;ground;True;2;2;0;;2024-11-01 14:52:36.824194
285;258676433;2018;13;monolith;;True;2;1;1;;2024-11-01 14:52:42.817522
286;258740587;1967;10;brick;;True;1;1;;;2024-11-01 14:52:46.191155
287;258783641;2007;1;monolith;underground;False;2;2;;;2024-11-01 14:52:47.527660
288;258800462;1957;3;brick;ground;False;;0;0;;2024-11-01 14:52:51.883344
289;258852319;2023;;none;underground;False;2;1;1;;2024-11-01 14:52:53.558752
290;258945659;;;;;;;;;;2024-11-01 14:52:56.813661
291;258945661;;;;;;;;;;2024-11-01 14:52:58.371638
292;259104259;2017;1;monolith;;;;0;0;;2024-11-01 14:53:01.715814
293;259124233;2017;;monolith;underground;;1;1;;;2024-11-01 14:53:02.718244
294;259236020;2018;4;none;multilevel;False;4;2;2;;2024-11-01 14:53:04.332751
295;259372693;1992;6;panel;ground;True;2;2;0;;2024-11-01 14:53:07.450606
296;259565312;2000;3;panel;ground;True;2;1;1;;2024-11-01 14:53:08.917690
297;259572509;2015;6;brick;;;2;1;1;;2024-11-01 14:53:12.492125
298;259690223;1914;2;none;ground;False;1;1;;;2024-11-01 14:53:14.983614
299;259701647;2009;3;monolith;ground;True;3;2;1;;2024-11-01 14:53:18.388944
300;259757515;2021;7;monolith;underground;True;3;1;2;;2024-11-01 14:53:19.549738
301;259775362;1961;3;brick;ground;True;1;1;;;2024-11-01 14:53:23.081875
302;259986155;2006;1;panel;;True;4;4;;;2024-11-01 14:53:25.619895
303;260248009;1970;10;panel;ground;True;1;1;0;;2024-11-01 14:53:29.042760
304;260263076;2005;3;monolith;underground;;2;2;;;2024-11-01 14:53:30.242664
305;260267953;2003;4;block;underground;;3;3;;;2024-11-01 14:53:33.204721
306;260269242;2013;9;monolithBrick;underground;;1;1;;;2024-11-01 14:53:33.902180
307;260404076;2006;5;panel;;True;2;1;1;;2024-11-01 14:53:35.152147
308;260554881;2002;2;none;;;;;;;2024-11-01 14:53:40.400103
309;260599862;2007;3;panel;ground;True;3;2;1;;2024-11-01 14:53:41.133090
310;260786466;2017;3;brick;;True;1;1;;;2024-11-01 14:53:44.465359
311;260937402;1962;3;none;ground;;;;;;2024-11-01 14:53:45.758513
312;261121971;2005;4;monolith;;False;1;1;0;;2024-11-01 14:53:47.045163
313;261199463;1902;5;brick;;True;1;1;;;2024-11-01 14:53:50.989327
314;261361510;2014;7;monolith;underground;False;6;3;3;;2024-11-01 14:53:51.913883
315;261490706;1964;1;none;;True;2;2;;;2024-11-01 14:53:56.646925
316;261606143;2016;1;monolith;;;;0;0;;2024-11-01 14:53:57.603891
317;261659826;2020;;monolith;underground;False;5;4;1;;2024-11-01 14:54:01.662752
318;261785479;;;;underground;;;;;;2024-11-01 14:54:02.635621
319;261936310;1998;2;panel;;True;2;2;0;;2024-11-01 14:54:07.560802
320;262122678;2017;5;monolith;underground;False;3;2;1;;2024-11-01 14:54:08.436221
321;262126125;1900;1;brick;ground;;1;1;;;2024-11-01 14:54:13.174441
322;262179478;2011;4;monolith;underground;;4;3;1;;2024-11-01 14:54:18.756001
323;262233648;2018;;monolith;;;1;1;;;2024-11-01 14:54:19.403757
324;262536737;1972;8;none;;True;1;1;0;;2024-11-01 14:54:24.254046
325;262539976;2010;5;none;;True;2;2;;;2024-11-01 14:54:29.541592
326;262577820;1911;1;brick;;;1;1;;;2024-11-01 14:54:34.864274
327;262713077;1982;7;panel;;True;1;1;;;2024-11-01 14:54:40.136425
328;262844777;;;;underground;;4;2;2;;2024-11-01 14:54:41.113987
329;262850044;1969;1;brick;;True;1;1;;;2024-11-01 14:54:45.421861
330;262860241;1956;2;brick;;;;;;;2024-11-01 14:54:50.924682
331;262895191;1970;4;panel;;True;1;1;0;;2024-11-01 14:54:52.081407
332;262906166;2010;2;monolith;underground;True;4;3;1;;2024-11-01 14:54:56.107988
333;263174492;2005;5;monolith;;True;4;4;;;2024-11-01 14:55:01.753531
334;263178479;1975;11;panel;ground;True;2;2;;;2024-11-01 14:55:02.737220
335;263222278;2014;2;brick;ground;True;2;2;0;;2024-11-01 14:55:06.888682
336;263316279;1982;5;panel;underground;True;2;2;;;2024-11-01 14:55:12.740403
337;263431595;2010;4;panel;;True;2;1;1;;2024-11-01 14:55:13.516466
338;263468850;1956;3;none;ground;;;;;;2024-11-01 14:55:17.540830
339;263588866;1982;7;panel;;True;2;2;;;2024-11-01 14:55:23.300588
340;263705047;2013;3;none;open;False;2;2;0;;2024-11-01 14:55:24.224194
341;263773764;2006;1;monolith;underground;True;4;2;2;;2024-11-01 14:55:28.243393
342;263883005;2010;10;brick;;True;2;2;;;2024-11-01 14:55:33.906756
343;263898843;2019;8;brick;underground;False;;;;;2024-11-01 14:55:38.929542
344;263914071;1993;4;panel;ground;True;3;2;1;;2024-11-01 14:55:44.487515
345;263977086;1975;4;panel;;True;2;2;;;2024-11-01 14:55:49.633494
346;264005314;2002;10;monolith;;True;1;1;;;2024-11-01 14:55:55.386892
347;264022590;1915;1;brick;;False;1;1;;;2024-11-01 14:56:00.727926
348;264085455;2011;7;monolith;;;;0;0;;2024-11-01 14:56:06.111003
